LLM_score,date,company
1,2022-07-14T12:40:41+00:00,Expedia Group Inc
0,2022-07-14T12:40:56+00:00,Intellia Therapeutics Inc
0,2022-07-14T12:40:56+00:00,Robinhood Markets Inc
-1,2022-07-14T12:42:54+00:00,OraSure Technologies Inc
1,2022-07-14T12:44:09+00:00,EVgo Inc
1,2022-07-14T12:45:00+00:00,FTAI Aviation Ltd
1,2022-07-14T12:45:00+00:00,FTAI Aviation Ltd
1,2022-07-14T12:45:00+00:00,FTAI Aviation Ltd
0,2022-07-14T12:45:55+00:00,Celularity Inc
0,2022-07-14T12:45:55+00:00,OptiNose Inc
0,2022-07-14T12:46:00+00:00,Zoom Video Communications Inc
0,2022-07-14T12:54:12+00:00,Illumina Inc
0,2022-07-14T12:55:24+00:00,The Trade Desk Inc
-1,2022-07-14T12:55:57+00:00,Dollar Tree Inc
1,2022-07-14T12:57:38+00:00,Advanced Energy Industries Inc
-1,2022-07-14T12:58:00+00:00,Coinbase Global Inc
1,2022-07-14T12:58:20+00:00,Royalty Pharma plc Class A Ordinary Shares 
-1,2022-07-14T12:59:41+00:00,Calavo Growers Inc
1,2022-07-14T13:00:00+00:00,8x8 Inc Common Stock
1,2022-07-14T13:00:00+00:00,ANSYS Inc
0,2022-07-14T13:00:00+00:00,Affirm Holdings Inc
1,2022-07-14T13:00:00+00:00,Alignment Healthcare Inc
1,2022-07-14T13:00:00+00:00,AvidXchange Holdings Inc
0,2022-07-14T13:00:00+00:00,Bank7 Corp
1,2022-07-14T13:00:00+00:00,Bassett Furniture Industries Incorporated Common Stock
1,2022-07-14T13:00:00+00:00,Canoo Inc
1,2022-07-14T13:00:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2022-07-14T13:00:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2022-07-14T13:00:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2022-07-14T13:00:00+00:00,CleanSpark Inc
0,2022-07-14T13:00:00+00:00,Cogent Communications Holdings Inc
0,2022-07-14T13:00:00+00:00,Domo Inc
0,2022-07-14T13:00:00+00:00,Gevo Inc
1,2022-07-14T13:00:00+00:00,Hyperfine Inc
0,2022-07-14T13:00:00+00:00,ModivCare Inc
1,2022-07-14T13:00:00+00:00,SS&C Technologies Holdings Inc
1,2022-07-14T13:00:00+00:00,eXp World Holdings Inc
0,2022-07-14T13:00:01+00:00,Applied Materials Inc
0,2022-07-14T13:00:01+00:00,Blink Charging Co
0,2022-07-14T13:00:01+00:00,Electronic Arts Inc
1,2022-07-14T13:00:01+00:00,IDEXX Laboratories Inc
0,2022-07-14T13:00:01+00:00,ON Semiconductor Corporation Common Stock
1,2022-07-14T13:00:01+00:00,PotlatchDeltic Corporation Common Stock
1,2022-07-14T13:01:00+00:00,Upland Software Inc
0,2022-07-14T13:02:01+00:00,ArcBest Corporation Common Stock
-1,2022-07-14T13:03:59+00:00,Selecta Biosciences Inc
1,2022-07-14T13:05:00+00:00,Angi Inc
0,2022-07-14T13:05:00+00:00,Huron Consulting Group Inc
0,2022-07-14T13:05:00+00:00,Information Services Group Inc
1,2022-07-14T13:05:00+00:00,Leslie's Inc
0,2022-07-14T13:06:01+00:00,Thryv Holdings Inc
-1,2022-07-14T13:08:11+00:00,Intevac Inc
-1,2022-07-14T13:10:00+00:00,Northern Trust Corporation Common Stock
-1,2022-07-14T13:10:00+00:00,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock
