LLM_score,date,company
0,2023-02-27T16:39:45+00:00,Cracker Barrel Old Country Store Inc Common Stock
0,2023-02-27T16:39:45+00:00,Starbucks Corporation Common Stock
0,2023-02-27T16:40:04+00:00,BRP Group Inc
0,2023-02-27T16:40:04+00:00,Cincinnati Financial Corporation Common Stock
0,2023-02-27T16:40:04+00:00,Hackett Group Inc (The)
0,2023-02-27T16:41:36+00:00,Netflix Inc
-1,2023-02-27T16:41:46+00:00,The Carlyle Group Inc
0,2023-02-27T16:42:00+00:00,comScore Inc
0,2023-02-27T16:45:04+00:00,Bank OZK Common Stock
0,2023-02-27T16:45:04+00:00,FS Bancorp Inc
0,2023-02-27T16:45:04+00:00,SB Financial Group Inc
0,2023-02-27T16:47:25+00:00,Coinbase Global Inc
-1,2023-02-27T16:47:59+00:00,Kiniksa Pharmaceuticals Ltd
0,2023-02-27T16:48:04+00:00,Okta Inc
1,2023-02-27T16:50:37+00:00,Enphase Energy Inc
1,2023-02-27T16:53:30+00:00,Zoom Video Communications Inc
-1,2023-02-27T16:57:18+00:00,Nurix Therapeutics Inc
1,2023-02-27T17:03:08+00:00,QUALCOMM Incorporated Common Stock
1,2023-02-27T17:03:41+00:00,Seagen Inc
