LLM_score,date,company
1,2023-03-09T13:27:01+00:00,Southern States Bancshares Inc
0,2023-03-09T13:27:01+00:00,Zions Bancorporation N
0,2023-03-09T13:27:01+00:00,Zions Bancorporation N
0,2023-03-09T13:28:00+00:00,Broadcom Inc
0,2023-03-09T13:29:01+00:00,Alico Inc
0,2023-03-09T13:30:00+00:00,Aemetis Inc
0,2023-03-09T13:30:00+00:00,CrowdStrike Holdings Inc
0,2023-03-09T13:30:00+00:00,DURECT Corporation Common Stock
0,2023-03-09T13:30:00+00:00,FG Financial Group Inc
0,2023-03-09T13:30:00+00:00,FG Merger Corp
0,2023-03-09T13:30:00+00:00,ICU Medical Inc
0,2023-03-09T13:30:00+00:00,Neurocrine Biosciences Inc
0,2023-03-09T13:30:00+00:00,Overstock
0,2023-03-09T13:30:00+00:00,Popular Inc
0,2023-03-09T13:30:00+00:00,Regeneron Pharmaceuticals Inc
0,2023-03-09T13:30:00+00:00,Sarepta Therapeutics Inc
1,2023-03-09T13:30:00+00:00,Sight Sciences Inc
0,2023-03-09T13:30:00+00:00,Simulations Plus Inc
0,2023-03-09T13:30:00+00:00,Workhorse Group Inc
1,2023-03-09T13:32:01+00:00,Clarus Corporation Common Stock
0,2023-03-09T13:35:01+00:00,Crocs Inc
-1,2023-03-09T13:35:01+00:00,Foghorn Therapeutics Inc
1,2023-03-09T13:40:51+00:00,Cal-Maine Foods Inc
1,2023-03-09T13:45:00+00:00,Grid Dynamics Holdings Inc
0,2023-03-09T13:45:00+00:00,Immunome Inc
0,2023-03-09T13:45:00+00:00,Moderna Inc
-1,2023-03-09T13:45:01+00:00,Akebia Therapeutics Inc
1,2023-03-09T13:45:01+00:00,Lifetime Brands Inc
-1,2023-03-09T13:45:01+00:00,Vital Farms Inc
0,2023-03-09T13:46:01+00:00,Groupon Inc
0,2023-03-09T13:47:14+00:00,Piedmont Lithium Inc
0,2023-03-09T13:50:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-03-09T13:50:06+00:00,MongoDB Inc
0,2023-03-09T13:53:36+00:00,Noodles & Company Class A Common Stock
-1,2023-03-09T13:55:01+00:00,FuelCell Energy Inc
0,2023-03-09T13:59:00+00:00,Qurate Retail Inc
0,2023-03-09T13:59:00+00:00,Qurate Retail Inc
1,2023-03-09T14:00:00+00:00,23andMe Holding Co
-1,2023-03-09T14:00:00+00:00,Alico Inc
1,2023-03-09T14:00:00+00:00,CME Group Inc
0,2023-03-09T14:00:00+00:00,CareCloud Inc
0,2023-03-09T14:00:00+00:00,CuriosityStream Inc
1,2023-03-09T14:00:00+00:00,Domo Inc
1,2023-03-09T14:00:00+00:00,Euronet Worldwide Inc
1,2023-03-09T14:00:00+00:00,Intuit Inc
-1,2023-03-09T14:00:00+00:00,Invivyd Inc
0,2023-03-09T14:00:00+00:00,LPL Financial Holdings Inc
0,2023-03-09T14:00:00+00:00,Marchex Inc
1,2023-03-09T14:00:00+00:00,PDF Solutions Inc
0,2023-03-09T14:00:00+00:00,PubMatic Inc
0,2023-03-09T14:00:00+00:00,Retail Opportunity Investments Corp
0,2023-03-09T14:00:00+00:00,Roku Inc
1,2023-03-09T14:00:00+00:00,Roku Inc
-1,2023-03-09T14:00:00+00:00,Ryvyl Inc
1,2023-03-09T14:00:00+00:00,SS&C Technologies Holdings Inc
0,2023-03-09T14:00:00+00:00,Saga Communications Inc
1,2023-03-09T14:00:00+00:00,Tenable Holdings Inc
0,2023-03-09T14:00:00+00:00,The Trade Desk Inc
0,2023-03-09T14:00:00+00:00,TrueCar Inc
0,2023-03-09T14:00:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-03-09T14:00:02+00:00,Crocs Inc
