LLM_score,date,company
0,2022-10-26T20:15:00+00:00,Plexus Corp
0,2022-10-26T20:15:00+00:00,Univest Financial Corporation Common Stock
0,2022-10-26T20:15:00+00:00,Vintage Wine Estates Inc
-1,2022-10-26T20:19:03+00:00,Plug Power Inc
-1,2022-10-26T20:24:04+00:00,Wingstop Inc
1,2022-10-26T20:30:00+00:00,AMERISAFE Inc
1,2022-10-26T20:30:00+00:00,Alpine Immune Sciences Inc
1,2022-10-26T20:30:00+00:00,Amalgamated Financial Corp
1,2022-10-26T20:30:00+00:00,Bel Fuse Inc
0,2022-10-26T20:30:00+00:00,DiaMedica Therapeutics Inc
0,2022-10-26T20:30:00+00:00,MacroGenics Inc
0,2022-10-26T20:30:00+00:00,Monro Inc
0,2022-10-26T20:30:00+00:00,Navient Corporation Common Stock
0,2022-10-26T20:30:00+00:00,O'Reilly Automotive Inc
1,2022-10-26T20:30:00+00:00,Pilgrim's Pride Corporation Common Stock
0,2022-10-26T20:30:00+00:00,SLM Corporation Common Stock
1,2022-10-26T20:30:00+00:00,Southern States Bancshares Inc
0,2022-10-26T20:30:00+00:00,Travere Therapeutics Inc
0,2022-10-26T20:30:00+00:00,VSE Corporation Common Stock
1,2022-10-26T20:31:00+00:00,AMERISAFE Inc
-1,2022-10-26T20:32:00+00:00,Texas Instruments Incorporated Common Stock
0,2022-10-26T20:35:00+00:00,ESSA Bancorp Inc
1,2022-10-26T20:35:00+00:00,Horizon Bancorp Inc
-1,2022-10-26T20:42:00+00:00,Micron Technology Inc
1,2022-10-26T20:43:44+00:00,Mattel Inc
1,2022-10-26T20:46:00+00:00,ATN International Inc
1,2022-10-26T20:47:00+00:00,United States Lime & Minerals Inc
1,2022-10-26T20:48:00+00:00,Hawthorn Bancshares Inc
0,2022-10-26T20:48:57+00:00,Align Technology Inc
1,2022-10-26T20:55:00+00:00,Focus Financial Partners Inc
0,2022-10-26T20:55:00+00:00,Horizon Technology Finance Corporation Common Stock
0,2022-10-26T20:57:00+00:00,Hawthorn Bancshares Inc
1,2022-10-26T20:57:00+00:00,Patterson-UTI Energy Inc
1,2022-10-26T21:00:00+00:00,FS Bancorp Inc
-1,2022-10-26T21:01:21+00:00,SoFi Technologies Inc
1,2022-10-26T21:14:22+00:00,Impinj Inc
1,2022-10-26T21:15:09+00:00,Business First Bancshares Inc
1,2022-10-26T21:15:09+00:00,Goosehead Insurance Inc
-1,2022-10-26T21:15:09+00:00,Pathward Financial Inc
1,2022-10-26T21:15:09+00:00,Sleep Number Corporation Common Stock
-1,2022-10-26T21:15:09+00:00,Waterstone Financial Inc
0,2022-10-26T21:17:13+00:00,Enphase Energy Inc
0,2022-10-26T21:18:00+00:00,Activision Blizzard Inc
1,2022-10-26T21:18:00+00:00,Lyft Inc
-1,2022-10-26T21:23:00+00:00,Lyft Inc
-1,2022-10-26T21:25:09+00:00,Align Technology Inc
-1,2022-10-26T21:25:09+00:00,Amedisys Inc Common Stock
1,2022-10-26T21:25:09+00:00,Brookline Bancorp Inc
1,2022-10-26T21:25:09+00:00,Churchill Downs Incorporated Common Stock
0,2022-10-26T21:25:09+00:00,Columbia Financial Inc
1,2022-10-26T21:25:09+00:00,FormFactor Inc
1,2022-10-26T21:25:09+00:00,Forward Air Corporation Common Stock
-1,2022-10-26T21:25:09+00:00,Upwork Inc
-1,2022-10-26T21:25:30+00:00,Aspen Technology Inc
-1,2022-10-26T21:25:30+00:00,Enphase Energy Inc
1,2022-10-26T21:27:00+00:00,Alerus Financial Corporation Common Stock
-1,2022-10-26T21:30:00+00:00,Sleep Number Corporation Common Stock
0,2022-10-26T21:35:00+00:00,Lyft Inc
0,2022-10-26T21:35:00+00:00,Nasdaq Inc
1,2022-10-26T21:35:09+00:00,Aspen Technology Inc
-1,2022-10-26T21:35:09+00:00,MYR Group Inc
1,2022-10-26T21:35:09+00:00,Merit Medical Systems Inc
