LLM_score,date,company
1,2022-08-01T20:15:00+00:00,Uniti Group Inc
1,2022-08-01T20:17:27+00:00,Fastenal Company Common Stock
-1,2022-08-01T20:21:44+00:00,Pilgrim's Pride Corporation Common Stock
1,2022-08-01T20:22:00+00:00,Activision Blizzard Inc
1,2022-08-01T20:24:00+00:00,SS&C Technologies Holdings Inc
0,2022-08-01T20:25:00+00:00,LeMaitre Vascular Inc
1,2022-08-01T20:25:32+00:00,Avis Budget Group Inc
1,2022-08-01T20:26:43+00:00,Lattice Semiconductor Corporation Common Stock
-1,2022-08-01T20:27:00+00:00,Activision Blizzard Inc
-1,2022-08-01T20:27:18+00:00,Activision Blizzard Inc
0,2022-08-01T20:28:00+00:00,EZCORP Inc
0,2022-08-01T20:29:17+00:00,Dollar Tree Inc
0,2022-08-01T20:30:00+00:00,Enact Holdings Inc
0,2022-08-01T20:30:00+00:00,ImmunoGen Inc
0,2022-08-01T20:30:00+00:00,Lincoln Electric Holdings Inc
0,2022-08-01T20:30:00+00:00,Nutanix Inc
1,2022-08-01T20:30:00+00:00,PacWest Bancorp Common Stock
0,2022-08-01T20:30:00+00:00,Quanterix Corporation Common Stock
0,2022-08-01T20:30:00+00:00,Surface Oncology Inc
0,2022-08-01T20:32:00+00:00,DiaMedica Therapeutics Inc
1,2022-08-01T20:33:00+00:00,Sinclair Inc
1,2022-08-01T20:33:13+00:00,Celsius Holdings Inc
1,2022-08-01T20:33:13+00:00,PepsiCo Inc
1,2022-08-01T20:35:00+00:00,Caesars Entertainment Inc
0,2022-08-01T20:35:00+00:00,Enact Holdings Inc
1,2022-08-01T20:41:44+00:00,Nikola Corporation Common Stock
1,2022-08-01T20:43:09+00:00,Celsius Holdings Inc
1,2022-08-01T20:43:09+00:00,PepsiCo Inc
0,2022-08-01T20:52:07+00:00,Ulta Beauty Inc
0,2022-08-01T20:52:07+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2022-08-01T20:53:00+00:00,Superior Group of Companies Inc
-1,2022-08-01T20:54:17+00:00,Diamondback Energy Inc
1,2022-08-01T20:54:33+00:00,Activision Blizzard Inc
0,2022-08-01T20:55:00+00:00,American Resources Corporation Class A Common Stock
0,2022-08-01T20:55:00+00:00,Cullinan Oncology Inc
-1,2022-08-01T20:58:00+00:00,Broadcom Inc
0,2022-08-01T21:00:00+00:00,Alkami Technology Inc
0,2022-08-01T21:00:00+00:00,MVB Financial Corp
0,2022-08-01T21:00:00+00:00,ON Semiconductor Corporation Common Stock
-1,2022-08-01T21:02:51+00:00,Activision Blizzard Inc
1,2022-08-01T21:03:00+00:00,Roku Inc
1,2022-08-01T21:07:00+00:00,BRP Group Inc
0,2022-08-01T21:10:00+00:00,Zentalis Pharmaceuticals Inc
1,2022-08-01T21:10:06+00:00,Lattice Semiconductor Corporation Common Stock
0,2022-08-01T21:12:00+00:00,Fossil Group Inc
