LLM_score,date,company
-1,2023-01-25T14:40:37+00:00,Etsy Inc
-1,2023-01-25T14:40:37+00:00,Monster Beverage Corporation
-1,2023-01-25T14:40:37+00:00,Texas Instruments Incorporated Common Stock
-1,2023-01-25T14:40:37+00:00,Vertex Pharmaceuticals Incorporated Common Stock
1,2023-01-25T14:42:43+00:00,Texas Instruments Incorporated Common Stock
1,2023-01-25T14:45:02+00:00,Fortinet Inc
1,2023-01-25T14:45:08+00:00,Xilio Therapeutics Inc
-1,2023-01-25T14:45:39+00:00,Texas Instruments Incorporated Common Stock
0,2023-01-25T14:47:00+00:00,E
0,2023-01-25T14:51:02+00:00,T
0,2023-01-25T14:53:02+00:00,Rivian Automotive Inc
0,2023-01-25T14:55:02+00:00,AlloVir Inc
1,2023-01-25T14:55:02+00:00,Editas Medicine Inc
1,2023-01-25T14:55:02+00:00,Esquire Financial Holdings Inc
0,2023-01-25T14:55:14+00:00,Fox Corporation Class A Common Stock
0,2023-01-25T14:55:14+00:00,News Corporation Class B Common Stock
0,2023-01-25T14:55:14+00:00,Texas Instruments Incorporated Common Stock
0,2023-01-25T14:55:38+00:00,American Airlines Group Inc
0,2023-01-25T14:55:38+00:00,Booking Holdings Inc
0,2023-01-25T14:56:02+00:00,American Airlines Group Inc
0,2023-01-25T14:56:02+00:00,JetBlue Airways Corporation Common Stock
0,2023-01-25T15:00:00+00:00,First Northwest Bancorp Common Stock
1,2023-01-25T15:00:00+00:00,Moderna Inc
1,2023-01-25T15:00:00+00:00,Oportun Financial Corporation Common Stock
0,2023-01-25T15:00:00+00:00,United Airlines Holdings Inc
1,2023-01-25T15:00:03+00:00,ADTRAN Holdings Inc
-1,2023-01-25T15:00:03+00:00,Align Technology Inc
-1,2023-01-25T15:00:03+00:00,Allegiant Travel Company Common Stock
-1,2023-01-25T15:00:03+00:00,Amgen Inc
0,2023-01-25T15:00:03+00:00,Avnet Inc
-1,2023-01-25T15:00:03+00:00,C
0,2023-01-25T15:00:03+00:00,Commvault Systems Inc
0,2023-01-25T15:00:03+00:00,Eton Pharmaceuticals Inc
-1,2023-01-25T15:00:03+00:00,Hawaiian Holdings Inc
1,2023-01-25T15:00:03+00:00,Hologic Inc
1,2023-01-25T15:00:03+00:00,IDEXX Laboratories Inc
0,2023-01-25T15:00:03+00:00,Landstar System Inc
0,2023-01-25T15:00:03+00:00,Okta Inc
0,2023-01-25T15:00:03+00:00,Old Dominion Freight Line Inc
0,2023-01-25T15:00:03+00:00,PTC Inc
-1,2023-01-25T15:00:03+00:00,Peloton Interactive Inc
-1,2023-01-25T15:00:03+00:00,SLM Corporation Common Stock
1,2023-01-25T15:00:09+00:00,Texas Instruments Incorporated Common Stock
0,2023-01-25T15:01:03+00:00,Iridium Communications Inc Common Stock
0,2023-01-25T15:02:00+00:00,LiveVox Holdings Inc
-1,2023-01-25T15:02:37+00:00,Axon Enterprise Inc
-1,2023-01-25T15:02:37+00:00,Etsy Inc
-1,2023-01-25T15:02:37+00:00,Monster Beverage Corporation
-1,2023-01-25T15:02:37+00:00,Texas Instruments Incorporated Common Stock
-1,2023-01-25T15:02:37+00:00,Vertex Pharmaceuticals Incorporated Common Stock
1,2023-01-25T15:05:40+00:00,Advanced Micro Devices Inc
1,2023-01-25T15:05:40+00:00,QUALCOMM Incorporated Common Stock
1,2023-01-25T15:05:53+00:00,Affirm Holdings Inc
1,2023-01-25T15:05:53+00:00,Coinbase Global Inc
1,2023-01-25T15:07:18+00:00,Extreme Networks Inc
0,2023-01-25T15:08:12+00:00,National Instruments Corporation Common Stock
0,2023-01-25T15:08:44+00:00,PepsiCo Inc
-1,2023-01-25T15:17:00+00:00,Intuitive Surgical Inc
-1,2023-01-25T15:19:03+00:00,BJ's Restaurants Inc
1,2023-01-25T15:21:03+00:00,Pliant Therapeutics Inc
-1,2023-01-25T15:22:33+00:00,DocuSign Inc
1,2023-01-25T15:24:03+00:00,Steel Dynamics Inc
0,2023-01-25T15:27:00+00:00,Comcast Corporation Class A Common Stock
1,2023-01-25T15:30:00+00:00,Booking Holdings Inc
1,2023-01-25T15:30:03+00:00,MarketAxess Holdings Inc
1,2023-01-25T15:31:37+00:00,Airbnb Inc
1,2023-01-25T15:35:00+00:00,IDEXX Laboratories Inc
0,2023-01-25T15:37:27+00:00,Biogen Inc
0,2023-01-25T15:37:27+00:00,Exelixis Inc
0,2023-01-25T15:37:27+00:00,Harmony Biosciences Holdings Inc
0,2023-01-25T15:37:27+00:00,Incyte Corp
0,2023-01-25T15:37:27+00:00,Regeneron Pharmaceuticals Inc
0,2023-01-25T15:37:27+00:00,United Therapeutics Corporation Common Stock
-1,2023-01-25T15:38:14+00:00,Cal-Maine Foods Inc
0,2023-01-25T15:38:38+00:00,Walgreens Boots Alliance Inc
1,2023-01-25T15:45:00+00:00,Cadence Design Systems Inc
0,2023-01-25T15:45:00+00:00,Datadog Inc
-1,2023-01-25T15:45:03+00:00,Capitol Federal Financial Inc
-1,2023-01-25T15:49:03+00:00,Navient Corporation Common Stock
-1,2023-01-25T15:50:06+00:00,CoStar Group Inc
0,2023-01-25T15:50:06+00:00,Fox Corporation Class A Common Stock
0,2023-01-25T15:50:06+00:00,Fox Corporation Class B Common Stock
-1,2023-01-25T15:50:06+00:00,News Corporation Class A Common Stock
-1,2023-01-25T15:50:06+00:00,News Corporation Class B Common Stock
0,2023-01-25T15:55:00+00:00,Costco Wholesale Corporation Common Stock
0,2023-01-25T15:55:00+00:00,O'Reilly Automotive Inc
0,2023-01-25T16:00:00+00:00,i3 Verticals Inc
0,2023-01-25T16:04:06+00:00,Ramaco Resources Inc
0,2023-01-25T16:05:04+00:00,Advanced Micro Devices Inc
0,2023-01-25T16:08:33+00:00,Robinhood Markets Inc
-1,2023-01-25T16:11:04+00:00,Intuitive Surgical Inc
1,2023-01-25T16:11:21+00:00,Wendy's Company (The) Common Stock
1,2023-01-25T16:16:39+00:00,Poseida Therapeutics Inc
-1,2023-01-25T16:17:09+00:00,Netflix Inc
-1,2023-01-25T16:19:04+00:00,Texas Instruments Incorporated Common Stock
0,2023-01-25T16:20:00+00:00,Texas Instruments Incorporated Common Stock
1,2023-01-25T16:21:00+00:00,Exelon Corporation Common Stock
-1,2023-01-25T16:24:04+00:00,Nasdaq Inc
0,2023-01-25T16:24:45+00:00,Fox Corporation Class A Common Stock
0,2023-01-25T16:24:45+00:00,News Corporation Class B Common Stock
0,2023-01-25T16:24:45+00:00,Texas Instruments Incorporated Common Stock
-1,2023-01-25T16:25:00+00:00,Mercury Systems Inc Common Stock
-1,2023-01-25T16:28:04+00:00,NextGen Healthcare Inc
-1,2023-01-25T16:29:28+00:00,Texas Instruments Incorporated Common Stock
0,2023-01-25T16:30:04+00:00,DexCom Inc
1,2023-01-25T16:30:04+00:00,Masimo Corporation Common Stock
1,2023-01-25T16:34:00+00:00,Information Services Group Inc
-1,2023-01-25T16:37:00+00:00,Airbnb Inc
-1,2023-01-25T16:37:00+00:00,Airbnb Inc
-1,2023-01-25T16:37:00+00:00,Expedia Group Inc
-1,2023-01-25T16:37:00+00:00,Expedia Group Inc
0,2023-01-25T16:40:00+00:00,Comcast Corporation Class A Common Stock
0,2023-01-25T16:40:04+00:00,Align Technology Inc
0,2023-01-25T16:40:04+00:00,Merit Medical Systems Inc
0,2023-01-25T16:40:04+00:00,Monster Beverage Corporation
-1,2023-01-25T16:41:26+00:00,CrowdStrike Holdings Inc
-1,2023-01-25T16:41:26+00:00,Datadog Inc
-1,2023-01-25T16:41:26+00:00,MongoDB Inc
-1,2023-01-25T16:41:55+00:00,Plug Power Inc
0,2023-01-25T16:45:00+00:00,Daktronics Inc
-1,2023-01-25T16:45:00+00:00,Trustmark Corporation Common Stock
