LLM_score,date,company
1,2023-01-18T17:50:17+00:00,Vertex Pharmaceuticals Incorporated Common Stock
-1,2023-01-18T17:52:47+00:00,Take-Two Interactive Software Inc
1,2023-01-18T17:55:43+00:00,Newell Brands Inc
0,2023-01-18T18:00:00+00:00,Bank OZK 4
0,2023-01-18T18:00:00+00:00,Bank OZK Common Stock
1,2023-01-18T18:00:00+00:00,Blink Charging Co
0,2023-01-18T18:00:00+00:00,Booking Holdings Inc
-1,2023-01-18T18:00:00+00:00,NeoGenomics Inc
-1,2023-01-18T18:00:00+00:00,Twist Bioscience Corporation Common Stock
-1,2023-01-18T18:00:00+00:00,Veru Inc
0,2023-01-18T18:09:00+00:00,Starbucks Corporation Common Stock
1,2023-01-18T18:11:08+00:00,Myriad Genetics Inc
1,2023-01-18T18:11:08+00:00,Natera Inc
-1,2023-01-18T18:11:08+00:00,Veracyte Inc
1,2023-01-18T18:38:06+00:00,Etsy Inc
0,2023-01-18T18:45:00+00:00,Moderna Inc
1,2023-01-18T18:54:00+00:00,J
0,2023-01-18T18:58:00+00:00,United Airlines Holdings Inc
0,2023-01-18T19:00:00+00:00,Eastern Bankshares Inc
0,2023-01-18T19:04:20+00:00,Wendy's Company (The) Common Stock
0,2023-01-18T19:07:00+00:00,Digimarc Corporation Common Stock
0,2023-01-18T19:07:32+00:00,Interactive Brokers Group Inc
0,2023-01-18T19:09:34+00:00,GlycoMimetics Inc
0,2023-01-18T19:09:34+00:00,Immunovant Inc
0,2023-01-18T19:11:23+00:00,Progress Software Corporation Common Stock (DE)
0,2023-01-18T19:15:05+00:00,Mercantile Bank Corporation Common Stock
0,2023-01-18T19:17:00+00:00,Cisco Systems Inc
0,2023-01-18T19:18:00+00:00,Lyft Inc
-1,2023-01-18T19:26:37+00:00,United Airlines Holdings Inc
-1,2023-01-18T19:26:37+00:00,United Airlines Holdings Inc
1,2023-01-18T19:27:47+00:00,Aviat Networks Inc
1,2023-01-18T19:28:34+00:00,Comcast Corporation Class A Common Stock
-1,2023-01-18T19:29:38+00:00,Rivian Automotive Inc
0,2023-01-18T19:30:41+00:00,Broadcom Inc
0,2023-01-18T19:30:41+00:00,Intel Corporation Common Stock
0,2023-01-18T19:30:41+00:00,QUALCOMM Incorporated Common Stock
1,2023-01-18T19:35:00+00:00,Tractor Supply Company Common Stock
0,2023-01-18T19:38:00+00:00,Celldex Therapeutics Inc
-1,2023-01-18T19:43:07+00:00,J
1,2023-01-18T19:46:44+00:00,The Joint Corp
0,2023-01-18T19:47:00+00:00,Evergy Inc
0,2023-01-18T19:48:00+00:00,Union Bankshares Inc
0,2023-01-18T19:52:00+00:00,JetBlue Airways Corporation Common Stock
0,2023-01-18T19:55:00+00:00,Allegiant Travel Company Common Stock
0,2023-01-18T19:56:47+00:00,United Airlines Holdings Inc
0,2023-01-18T19:57:48+00:00,Forian Inc
1,2023-01-18T20:00:00+00:00,Victory Capital Holdings Inc
0,2023-01-18T20:01:19+00:00,Costco Wholesale Corporation Common Stock
0,2023-01-18T20:07:08+00:00,United Airlines Holdings Inc
-1,2023-01-18T20:20:00+00:00,United Airlines Holdings Inc
-1,2023-01-18T20:22:00+00:00,American Airlines Group Inc
-1,2023-01-18T20:22:00+00:00,JetBlue Airways Corporation Common Stock
0,2023-01-18T20:23:00+00:00,First Financial Bankshares Inc
1,2023-01-18T20:25:00+00:00,MetroCity Bankshares Inc
0,2023-01-18T20:28:53+00:00,ArcBest Corporation Common Stock
0,2023-01-18T20:28:53+00:00,Old Dominion Freight Line Inc
0,2023-01-18T20:28:53+00:00,Werner Enterprises Inc
