LLM_score,date,company
1,2022-07-28T11:05:00+00:00,Charge Enterprises Inc
0,2022-07-28T11:05:00+00:00,Comcast Corporation Class A Common Stock
1,2022-07-28T11:05:00+00:00,Ionis Pharmaceuticals Inc
-1,2022-07-28T11:05:00+00:00,JetBlue Airways Corporation Common Stock
0,2022-07-28T11:05:00+00:00,OraSure Technologies Inc
0,2022-07-28T11:06:11+00:00,Cintas Corporation Common Stock
0,2022-07-28T11:07:11+00:00,Sunrun Inc
-1,2022-07-28T11:07:12+00:00,Comcast Corporation Class A Common Stock
0,2022-07-28T11:09:00+00:00,Karyopharm Therapeutics Inc
0,2022-07-28T11:09:27+00:00,Accelerate Diagnostics Inc
-1,2022-07-28T11:14:11+00:00,Align Technology Inc
-1,2022-07-28T11:14:11+00:00,HarborOne Bancorp Inc
-1,2022-07-28T11:14:11+00:00,ShockWave Medical Inc
-1,2022-07-28T11:14:23+00:00,QUALCOMM Incorporated Common Stock
1,2022-07-28T11:15:11+00:00,ExlService Holdings Inc
1,2022-07-28T11:15:11+00:00,FirstCash Holdings Inc
-1,2022-07-28T11:15:11+00:00,Summit Financial Group Inc
1,2022-07-28T11:15:11+00:00,Xcel Energy Inc
-1,2022-07-28T11:17:42+00:00,QUALCOMM Incorporated Common Stock
0,2022-07-28T11:23:11+00:00,SBA Communications Corporation Class A Common Stock
-1,2022-07-28T11:24:53+00:00,Comcast Corporation Class A Common Stock
1,2022-07-28T11:25:11+00:00,LKQ Corporation Common Stock
-1,2022-07-28T11:25:11+00:00,Overstock
-1,2022-07-28T11:26:11+00:00,HarborOne Bancorp Inc
1,2022-07-28T11:26:11+00:00,Integra LifeSciences Holdings Corporation Common Stock
-1,2022-07-28T11:26:11+00:00,ShockWave Medical Inc
1,2022-07-28T11:27:11+00:00,South Plains Financial Inc
1,2022-07-28T11:29:00+00:00,First Citizens BancShares Inc
1,2022-07-28T11:29:00+00:00,First Citizens BancShares Inc
1,2022-07-28T11:29:00+00:00,First Citizens BancShares Inc
