LLM_score,date,company
0,2022-07-20T12:52:12+00:00,Intuitive Surgical Inc
1,2022-07-20T12:54:00+00:00,Sabre Corporation 6
1,2022-07-20T12:54:00+00:00,Sabre Corporation Common Stock
-1,2022-07-20T12:56:12+00:00,Northern Trust Corporation Common Stock
0,2022-07-20T12:56:27+00:00,Schnitzer Steel Industries Inc
0,2022-07-20T12:58:31+00:00,Winmark Corporation Common Stock
-1,2022-07-20T12:59:12+00:00,Interactive Brokers Group Inc
-1,2022-07-20T12:59:53+00:00,Dollar Tree Inc
1,2022-07-20T13:00:00+00:00,ACV Auctions Inc
1,2022-07-20T13:00:00+00:00,Autodesk Inc
0,2022-07-20T13:00:00+00:00,Blink Charging Co
1,2022-07-20T13:00:00+00:00,Bruker Corporation Common Stock
1,2022-07-20T13:00:00+00:00,Cepton Inc
1,2022-07-20T13:00:00+00:00,First Community Corporation Common Stock
0,2022-07-20T13:00:00+00:00,Forrester Research Inc
0,2022-07-20T13:00:00+00:00,G1 Therapeutics Inc
0,2022-07-20T13:00:00+00:00,Identiv Inc
1,2022-07-20T13:00:00+00:00,John Marshall Bancorp Inc
0,2022-07-20T13:00:00+00:00,Nature's Sunshine Products Inc
1,2022-07-20T13:00:00+00:00,Paylocity Holding Corporation Common Stock
1,2022-07-20T13:00:00+00:00,Pegasystems Inc
0,2022-07-20T13:00:00+00:00,Rimini Street Inc
0,2022-07-20T13:00:00+00:00,TTEC Holdings Inc
1,2022-07-20T13:00:00+00:00,Upstart Holdings Inc
1,2022-07-20T13:00:00+00:00,Walgreens Boots Alliance Inc
0,2022-07-20T13:00:00+00:00,ZoomInfo Technologies Inc Common Stock
1,2022-07-20T13:00:00+00:00,eBay Inc
0,2022-07-20T13:00:01+00:00,BioMarin Pharmaceutical Inc
0,2022-07-20T13:00:01+00:00,Broadcom Inc
1,2022-07-20T13:00:01+00:00,CrowdStrike Holdings Inc
0,2022-07-20T13:00:01+00:00,Upstart Holdings Inc
0,2022-07-20T13:00:08+00:00,Cisco Systems Inc
-1,2022-07-20T13:00:09+00:00,Dollar Tree Inc
1,2022-07-20T13:01:00+00:00,Workday Inc
1,2022-07-20T13:01:34+00:00,Nasdaq Inc
1,2022-07-20T13:05:00+00:00,Noodles & Company Class A Common Stock
1,2022-07-20T13:06:00+00:00,Ollie's Bargain Outlet Holdings Inc
0,2022-07-20T13:10:36+00:00,Baker Hughes Company Class A Common Stock
0,2022-07-20T13:10:36+00:00,Coinbase Global Inc
1,2022-07-20T13:14:01+00:00,Biogen Inc
1,2022-07-20T13:15:00+00:00,National Vision Holdings Inc
0,2022-07-20T13:15:00+00:00,Zynex Inc
0,2022-07-20T13:16:10+00:00,Barrett Business Services Inc
0,2022-07-20T13:16:10+00:00,Encore Wire Corporation Common Stock
1,2022-07-20T13:16:32+00:00,VOXX International Corporation Class A Common Stock
0,2022-07-20T13:18:07+00:00,Booking Holdings Inc
0,2022-07-20T13:18:07+00:00,Charter Communications Inc
0,2022-07-20T13:18:07+00:00,Comcast Corporation Class A Common Stock
0,2022-07-20T13:18:07+00:00,Liberty Broadband Corporation Class A Common Stock
0,2022-07-20T13:18:07+00:00,Liberty Broadband Corporation Class C Common Stock
0,2022-07-20T13:18:07+00:00,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
0,2022-07-20T13:19:01+00:00,Patterson Companies Inc
-1,2022-07-20T13:19:28+00:00,Baker Hughes Company Class A Common Stock
-1,2022-07-20T13:19:28+00:00,Hasbro Inc
0,2022-07-20T13:19:55+00:00,Etsy Inc
0,2022-07-20T13:21:00+00:00,T-Mobile US Inc
0,2022-07-20T13:21:25+00:00,DexCom Inc
0,2022-07-20T13:21:25+00:00,Inari Medical Inc
0,2022-07-20T13:21:25+00:00,Insulet Corporation Common Stock
0,2022-07-20T13:21:25+00:00,Quanterix Corporation Common Stock
0,2022-07-20T13:21:25+00:00,Verve Therapeutics Inc
0,2022-07-20T13:22:58+00:00,Texas Instruments Incorporated Common Stock
1,2022-07-20T13:23:00+00:00,T-Mobile US Inc
-1,2022-07-20T13:24:01+00:00,Baker Hughes Company Class A Common Stock
0,2022-07-20T13:25:00+00:00,HealthStream Inc
0,2022-07-20T13:25:48+00:00,Central Garden & Pet Company Class A Common Stock Nonvoting
0,2022-07-20T13:25:48+00:00,Central Garden & Pet Company Common Stock
1,2022-07-20T13:26:18+00:00,Keros Therapeutics Inc
0,2022-07-20T13:28:00+00:00,Monroe Capital Corporation Common Stock
1,2022-07-20T13:28:00+00:00,Novavax Inc
1,2022-07-20T13:29:59+00:00,Energy Recovery Inc
1,2022-07-20T13:30:01+00:00,Marten Transport Ltd
1,2022-07-20T13:30:01+00:00,OneWater Marine Inc
1,2022-07-20T13:30:01+00:00,Plains All American Pipeline L
1,2022-07-20T13:30:01+00:00,Plains All American Pipeline L
1,2022-07-20T13:32:01+00:00,Nasdaq Inc
0,2022-07-20T13:32:06+00:00,National Vision Holdings Inc
-1,2022-07-20T13:33:31+00:00,Baker Hughes Company Class A Common Stock
0,2022-07-20T13:34:00+00:00,Intuitive Surgical Inc
1,2022-07-20T13:34:00+00:00,Novavax Inc
-1,2022-07-20T13:34:53+00:00,Dollar Tree Inc
-1,2022-07-20T13:34:53+00:00,Verra Mobility Corporation Class A Common Stock
1,2022-07-20T13:35:01+00:00,Community Trust Bancorp Inc
1,2022-07-20T13:35:01+00:00,OneWater Marine Inc
1,2022-07-20T13:35:01+00:00,PepsiCo Inc
1,2022-07-20T13:36:01+00:00,Novavax Inc
-1,2022-07-20T13:37:36+00:00,The Trade Desk Inc
1,2022-07-20T13:40:01+00:00,Air Transport Services Group Inc
0,2022-07-20T13:40:01+00:00,Avis Budget Group Inc
0,2022-07-20T13:40:01+00:00,Avnet Inc
0,2022-07-20T13:40:01+00:00,BancFirst Corporation Common Stock
0,2022-07-20T13:40:01+00:00,Hub Group Inc
0,2022-07-20T13:40:01+00:00,Universal Logistics Holdings Inc
1,2022-07-20T13:42:30+00:00,PriceSmart Inc
0,2022-07-20T13:42:34+00:00,Renasant Corporation Common Stock
0,2022-07-20T13:45:00+00:00,American Electric Power Company Inc
1,2022-07-20T13:45:01+00:00,Avis Budget Group Inc
0,2022-07-20T13:45:01+00:00,Beacon Roofing Supply Inc
1,2022-07-20T13:47:00+00:00,Greene County Bancorp Inc
-1,2022-07-20T13:48:25+00:00,Biogen Inc
0,2022-07-20T13:50:38+00:00,American Airlines Group Inc
0,2022-07-20T13:55:01+00:00,Broadcom Inc
1,2022-07-20T13:55:01+00:00,Churchill Downs Incorporated Common Stock
1,2022-07-20T13:55:01+00:00,First Bancshares Inc
1,2022-07-20T13:55:01+00:00,PENN Entertainment Inc
0,2022-07-20T13:55:01+00:00,Plains GP Holdings L
1,2022-07-20T13:55:01+00:00,TTM Technologies Inc
0,2022-07-20T13:55:09+00:00,Gilead Sciences Inc
0,2022-07-20T13:56:01+00:00,Texas Instruments Incorporated Common Stock
0,2022-07-20T13:57:15+00:00,Hub Group Inc
-1,2022-07-20T13:59:44+00:00,Fox Corporation Class A Common Stock
-1,2022-07-20T13:59:44+00:00,Fox Corporation Class B Common Stock
1,2022-07-20T14:00:00+00:00,ArcBest Corporation Common Stock
1,2022-07-20T14:00:00+00:00,First Citizens BancShares Inc
1,2022-07-20T14:00:00+00:00,First Citizens BancShares Inc
1,2022-07-20T14:00:00+00:00,First Citizens BancShares Inc
0,2022-07-20T14:00:00+00:00,First Merchants Corporation Common Stock
0,2022-07-20T14:00:00+00:00,T-Mobile US Inc
-1,2022-07-20T14:00:36+00:00,Micron Technology Inc
-1,2022-07-20T14:01:02+00:00,Allegiant Travel Company Common Stock
-1,2022-07-20T14:01:02+00:00,Amedisys Inc Common Stock
1,2022-07-20T14:01:02+00:00,Ameris Bancorp Common Stock
1,2022-07-20T14:01:02+00:00,BOK Financial Corporation Common Stock
1,2022-07-20T14:01:02+00:00,C
-1,2022-07-20T14:01:02+00:00,Cheesecake Factory Incorporated (The) Common Stock
0,2022-07-20T14:01:02+00:00,Churchill Downs Incorporated Common Stock
1,2022-07-20T14:01:02+00:00,Cincinnati Financial Corporation Common Stock
1,2022-07-20T14:01:02+00:00,Cognizant Technology Solutions Corporation Class A Common Stock
1,2022-07-20T14:01:02+00:00,Driven Brands Holdings Inc
-1,2022-07-20T14:01:02+00:00,Etsy Inc
1,2022-07-20T14:01:02+00:00,First Foundation Inc
1,2022-07-20T14:01:02+00:00,Forward Air Corporation Common Stock
1,2022-07-20T14:01:02+00:00,Goosehead Insurance Inc
-1,2022-07-20T14:01:02+00:00,Hawaiian Holdings Inc
-1,2022-07-20T14:01:02+00:00,Innoviva Inc
0,2022-07-20T14:01:02+00:00,Integra LifeSciences Holdings Corporation Common Stock
1,2022-07-20T14:01:02+00:00,Lantheus Holdings Inc
1,2022-07-20T14:01:02+00:00,Medpace Holdings Inc
0,2022-07-20T14:01:02+00:00,Mondelez International Inc
-1,2022-07-20T14:01:02+00:00,Noodles & Company Class A Common Stock
-1,2022-07-20T14:01:02+00:00,Northfield Bancorp Inc
-1,2022-07-20T14:01:02+00:00,Northwest Bancshares Inc
1,2022-07-20T14:01:02+00:00,O'Reilly Automotive Inc
1,2022-07-20T14:01:02+00:00,Old Dominion Freight Line Inc
-1,2022-07-20T14:01:02+00:00,Pathward Financial Inc
0,2022-07-20T14:01:02+00:00,QUALCOMM Incorporated Common Stock
0,2022-07-20T14:01:02+00:00,Roper Technologies Inc
1,2022-07-20T14:01:02+00:00,SS&C Technologies Holdings Inc
1,2022-07-20T14:01:02+00:00,Saia Inc
1,2022-07-20T14:01:02+00:00,Steven Madden Ltd
0,2022-07-20T14:01:02+00:00,The Chefs' Warehouse Inc
-1,2022-07-20T14:01:02+00:00,The Kraft Heinz Company Common Stock
1,2022-07-20T14:01:02+00:00,Univest Financial Corporation Common Stock
1,2022-07-20T14:01:02+00:00,VSE Corporation Common Stock
0,2022-07-20T14:01:02+00:00,Veritex Holdings Inc
-1,2022-07-20T14:02:02+00:00,Alerus Financial Corporation Common Stock
-1,2022-07-20T14:02:02+00:00,Align Technology Inc
-1,2022-07-20T14:02:02+00:00,Arrow Financial Corporation Common Stock
0,2022-07-20T14:02:02+00:00,Automatic Data Processing Inc
0,2022-07-20T14:02:02+00:00,CME Group Inc
1,2022-07-20T14:02:02+00:00,Enphase Energy Inc
-1,2022-07-20T14:02:02+00:00,F5 Inc
