LLM_score,date,company
1,2023-02-27T17:03:41+00:00,Zillow Group Inc
1,2023-02-27T17:03:41+00:00,Zillow Group Inc
1,2023-02-27T17:04:50+00:00,Intevac Inc
1,2023-02-27T17:05:00+00:00,Rackspace Technology Inc
0,2023-02-27T17:06:28+00:00,Walgreens Boots Alliance Inc
0,2023-02-27T17:06:31+00:00,PepsiCo Inc
-1,2023-02-27T17:09:45+00:00,Caesars Entertainment Inc
0,2023-02-27T17:10:05+00:00,Catalyst Pharmaceuticals Inc
-1,2023-02-27T17:11:10+00:00,Itron Inc
-1,2023-02-27T17:11:15+00:00,Trustmark Corporation Common Stock
-1,2023-02-27T17:25:00+00:00,Focus Financial Partners Inc
1,2023-02-27T17:33:00+00:00,Enphase Energy Inc
0,2023-02-27T17:39:05+00:00,Viatris Inc
1,2023-02-27T17:45:05+00:00,MarketAxess Holdings Inc
-1,2023-02-27T17:47:00+00:00,Comcast Corporation Class A Common Stock
-1,2023-02-27T17:49:08+00:00,Freshpet Inc
0,2023-02-27T17:54:52+00:00,Palo Alto Networks Inc
0,2023-02-27T17:55:00+00:00,Enovix Corporation Common Stock
1,2023-02-27T18:00:00+00:00,BJ's Restaurants Inc
0,2023-02-27T18:00:00+00:00,The ODP Corporation Common Stock
1,2023-02-27T18:01:12+00:00,Blueprint Medicines Corporation Common Stock
-1,2023-02-27T18:02:11+00:00,Smith Micro Software Inc
-1,2023-02-27T18:10:00+00:00,CSX Corporation Common Stock
1,2023-02-27T18:12:00+00:00,Saia Inc
0,2023-02-27T18:12:32+00:00,LGI Homes Inc
0,2023-02-27T18:15:00+00:00,Comcast Corporation Class A Common Stock
0,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
0,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
0,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
0,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:17:00+00:00,Synchronoss Technologies Inc
1,2023-02-27T18:22:00+00:00,Amerant Bancorp Inc
1,2023-02-27T18:22:03+00:00,Ultra Clean Holdings Inc
0,2023-02-27T18:32:00+00:00,Meta Platforms Inc
-1,2023-02-27T18:33:00+00:00,Caribou Biosciences Inc
-1,2023-02-27T18:33:00+00:00,Invivyd Inc
-1,2023-02-27T18:34:06+00:00,Reata Pharmaceuticals Inc
0,2023-02-27T18:40:49+00:00,The Kraft Heinz Company Common Stock
1,2023-02-27T18:42:02+00:00,Clarus Corporation Common Stock
1,2023-02-27T18:42:02+00:00,Monster Beverage Corporation
1,2023-02-27T18:42:02+00:00,Progyny Inc
1,2023-02-27T18:42:02+00:00,Rivian Automotive Inc
1,2023-02-27T18:42:02+00:00,Workday Inc
1,2023-02-27T18:42:02+00:00,Zoom Video Communications Inc
0,2023-02-27T18:43:14+00:00,Avid Technology Inc
-1,2023-02-27T18:50:00+00:00,PubMatic Inc
1,2023-02-27T18:52:41+00:00,CorVel Corp
0,2023-02-27T18:52:46+00:00,Costco Wholesale Corporation Common Stock
0,2023-02-27T18:55:53+00:00,Dollar Tree Inc
0,2023-02-27T19:05:05+00:00,Radius Global Infrastructure Inc
1,2023-02-27T19:12:00+00:00,Jack In The Box Inc
1,2023-02-27T19:15:00+00:00,United Bankshares Inc
0,2023-02-27T19:19:00+00:00,Lamar Advertising Company Class A Common Stock
1,2023-02-27T19:22:00+00:00,American Software Inc
0,2023-02-27T19:23:28+00:00,Intuitive Surgical Inc
0,2023-02-27T19:23:28+00:00,iRobot Corporation Common Stock
0,2023-02-27T19:28:00+00:00,Advanced Micro Devices Inc
1,2023-02-27T19:28:00+00:00,Verisk Analytics Inc
0,2023-02-27T19:32:53+00:00,Activision Blizzard Inc
0,2023-02-27T19:34:00+00:00,Royal Gold Inc
-1,2023-02-27T19:39:43+00:00,Biogen Inc
-1,2023-02-27T19:39:43+00:00,Reata Pharmaceuticals Inc
0,2023-02-27T19:48:00+00:00,Enphase Energy Inc
0,2023-02-27T19:55:00+00:00,Cumulus Media Inc
0,2023-02-27T20:00:00+00:00,Sinclair Inc
1,2023-02-27T20:21:00+00:00,AAON Inc
0,2023-02-27T20:23:30+00:00,Starbucks Corporation Common Stock
1,2023-02-27T20:30:00+00:00,Consolidated Communications Holdings Inc
-1,2023-02-27T20:30:01+00:00,DISH Network Corporation Class A Common Stock
1,2023-02-27T20:34:27+00:00,ACM Research Inc
1,2023-02-27T20:34:27+00:00,Applied Materials Inc
0,2023-02-27T20:35:08+00:00,Airbnb Inc
1,2023-02-27T20:37:12+00:00,Redfin Corporation Common Stock
1,2023-02-27T20:37:12+00:00,Zillow Group Inc
1,2023-02-27T20:37:12+00:00,Zillow Group Inc
0,2023-02-27T20:40:00+00:00,Airbnb Inc
0,2023-02-27T20:40:00+00:00,Booking Holdings Inc
0,2023-02-27T20:40:00+00:00,Expedia Group Inc
1,2023-02-27T20:47:00+00:00,LPL Financial Holdings Inc
0,2023-02-27T20:51:06+00:00,Krispy Kreme Inc
-1,2023-02-27T20:56:15+00:00,The Carlyle Group Inc
0,2023-02-27T21:00:00+00:00,Arvinas Inc
0,2023-02-27T21:00:00+00:00,Atrion Corporation Common Stock
1,2023-02-27T21:00:00+00:00,Atrion Corporation Common Stock
0,2023-02-27T21:00:00+00:00,SecureWorks Corp
1,2023-02-27T21:01:00+00:00,AAON Inc
-1,2023-02-27T21:01:00+00:00,Analog Devices Inc
1,2023-02-27T21:01:00+00:00,CareDx Inc
0,2023-02-27T21:01:00+00:00,Denali Therapeutics Inc
0,2023-02-27T21:01:00+00:00,FibroGen Inc Common Stock
0,2023-02-27T21:01:00+00:00,Heidrick & Struggles International Inc
0,2023-02-27T21:01:00+00:00,Inari Medical Inc
-1,2023-02-27T21:01:00+00:00,Intel Corporation Common Stock
0,2023-02-27T21:01:00+00:00,Ironwood Pharmaceuticals Inc
0,2023-02-27T21:01:00+00:00,Kiniksa Pharmaceuticals Ltd
-1,2023-02-27T21:01:00+00:00,Micron Technology Inc
0,2023-02-27T21:01:00+00:00,Rocket Pharmaceuticals Inc
0,2023-02-27T21:01:00+00:00,TPI Composites Inc
-1,2023-02-27T21:01:00+00:00,Travere Therapeutics Inc
0,2023-02-27T21:01:00+00:00,Vaxcyte Inc
0,2023-02-27T21:01:00+00:00,Workday Inc
0,2023-02-27T21:01:00+00:00,Workday Inc
1,2023-02-27T21:03:00+00:00,BioMarin Pharmaceutical Inc
0,2023-02-27T21:03:00+00:00,Progyny Inc
1,2023-02-27T21:04:00+00:00,TaskUs Inc
