LLM_score,date,company
1,2023-01-18T22:23:33+00:00,QUALCOMM Incorporated Common Stock
0,2023-01-18T22:24:00+00:00,Nasdaq Inc
-1,2023-01-18T22:24:50+00:00,Illumina Inc
-1,2023-01-18T22:25:00+00:00,Fate Therapeutics Inc
1,2023-01-18T22:25:10+00:00,Eagle Bancorp Inc
0,2023-01-18T22:26:00+00:00,MasterCraft Boat Holdings Inc
0,2023-01-18T22:30:00+00:00,Gritstone bio Inc
1,2023-01-18T22:35:00+00:00,Fastenal Company Common Stock
0,2023-01-18T22:41:00+00:00,Fidelity D & D Bancorp Inc
0,2023-01-18T22:43:58+00:00,Vroom Inc
-1,2023-01-18T22:45:10+00:00,Broadcom Inc
-1,2023-01-18T22:45:10+00:00,Costco Wholesale Corporation Common Stock
0,2023-01-18T22:45:10+00:00,Enphase Energy Inc
1,2023-01-18T22:45:10+00:00,QUALCOMM Incorporated Common Stock
-1,2023-01-18T22:50:10+00:00,Marvell Technology Inc
0,2023-01-18T22:50:10+00:00,Palo Alto Networks Inc
-1,2023-01-18T22:50:10+00:00,Texas Instruments Incorporated Common Stock
-1,2023-01-18T22:50:10+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-01-18T22:50:10+00:00,Zscaler Inc
-1,2023-01-18T22:51:48+00:00,United Airlines Holdings Inc
-1,2023-01-18T22:52:00+00:00,Celsius Holdings Inc
-1,2023-01-18T22:55:10+00:00,Texas Capital Bancshares Inc
-1,2023-01-18T22:56:00+00:00,Enovix Corporation Common Stock
0,2023-01-18T22:59:10+00:00,Broadcom Inc
-1,2023-01-18T23:00:11+00:00,Comcast Corporation Class A Common Stock
-1,2023-01-18T23:00:11+00:00,Etsy Inc
-1,2023-01-18T23:00:11+00:00,Prospect Capital Corporation Common Stock
0,2023-01-18T23:02:00+00:00,Paramount Global Class A Common Stock
0,2023-01-18T23:02:00+00:00,Paramount Global Class B Common Stock
0,2023-01-18T23:15:11+00:00,Activision Blizzard Inc
-1,2023-01-18T23:15:11+00:00,Casey's General Stores Inc
-1,2023-01-18T23:15:11+00:00,Exact Sciences Corporation Common Stock
-1,2023-01-18T23:15:11+00:00,Microchip Technology Incorporated Common Stock
-1,2023-01-18T23:15:11+00:00,Old National Bancorp Common Stock
-1,2023-01-18T23:15:11+00:00,Wintrust Financial Corporation Common Stock
-1,2023-01-18T23:15:11+00:00,Wintrust Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of 6
-1,2023-01-18T23:15:11+00:00,Wintrust Financial Corporation Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D
-1,2023-01-18T23:16:00+00:00,Y-mAbs Therapeutics Inc
1,2023-01-18T23:34:40+00:00,Palo Alto Networks Inc
0,2023-01-18T23:51:04+00:00,American National Bankshares Inc
-1,2023-01-18T23:54:00+00:00,United Airlines Holdings Inc
-1,2023-01-18T23:58:46+00:00,Walgreens Boots Alliance Inc
1,2023-01-19T00:10:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-01-19T00:10:59+00:00,Coinbase Global Inc
-1,2023-01-19T00:16:00+00:00,Bioventus Inc
-1,2023-01-19T00:16:00+00:00,Gaia Inc
