LLM_score,date,company
1,2022-06-25T13:00:00+00:00,Madrigal Pharmaceuticals Inc
0,2022-06-25T13:00:00+00:00,TransMedics Group Inc
1,2022-06-25T13:05:00+00:00,Ionis Pharmaceuticals Inc
0,2022-06-25T13:05:58+00:00,C
-1,2022-06-25T13:13:36+00:00,Casey's General Stores Inc
0,2022-06-25T13:16:07+00:00,Zoom Video Communications Inc
-1,2022-06-25T13:23:41+00:00,International Money Express Inc
0,2022-06-25T13:26:14+00:00,AdaptHealth Corp
1,2022-06-25T13:32:05+00:00,BancFirst Corporation Common Stock
0,2022-06-25T13:36:21+00:00,TriCo Bancshares Common Stock
-1,2022-06-25T13:38:56+00:00,Upstart Holdings Inc
-1,2022-06-25T13:39:37+00:00,Xerox Holdings Corporation Common Stock
-1,2022-06-25T13:46:00+00:00,Mondelez International Inc
-1,2022-06-25T13:46:00+00:00,The Kraft Heinz Company Common Stock
0,2022-06-25T13:51:33+00:00,Stratasys Ltd
-1,2022-06-25T13:54:07+00:00,Steven Madden Ltd
1,2022-06-25T13:55:00+00:00,Datadog Inc
0,2022-06-25T13:55:37+00:00,Hertz Global Holdings Inc Common Stock
0,2022-06-25T13:56:36+00:00,Vicor Corporation Common Stock
0,2022-06-25T14:00:22+00:00,Caesars Entertainment Inc
0,2022-06-25T14:00:22+00:00,Roku Inc
0,2022-06-25T14:00:32+00:00,eBay Inc
1,2022-06-25T14:07:00+00:00,O'Reilly Automotive Inc
0,2022-06-25T14:11:44+00:00,ZoomInfo Technologies Inc Common Stock
0,2022-06-25T14:14:18+00:00,Etsy Inc
1,2022-06-25T14:23:00+00:00,Regeneron Pharmaceuticals Inc
0,2022-06-25T14:29:29+00:00,Duluth Holdings Inc
0,2022-06-25T14:34:33+00:00,Marinus Pharmaceuticals Inc
-1,2022-06-25T14:37:00+00:00,Robinhood Markets Inc
0,2022-06-25T14:45:00+00:00,GitLab Inc
0,2022-06-25T14:53:00+00:00,Axon Enterprise Inc
0,2022-06-25T14:57:19+00:00,HireQuest Inc
0,2022-06-25T15:00:00+00:00,Adobe Inc
0,2022-06-25T15:00:00+00:00,Autodesk Inc
-1,2022-06-25T15:00:00+00:00,Gladstone Land Corporation 5
-1,2022-06-25T15:00:00+00:00,Gladstone Land Corporation 6
