LLM_score,date,company
1,2023-03-20T12:27:00+00:00,Expensify Inc
1,2023-03-20T12:27:00+00:00,Flywire Corporation Voting Common Stock
1,2023-03-20T12:27:00+00:00,Marqeta Inc
1,2023-03-20T12:27:00+00:00,PayPal Holdings Inc
1,2023-03-20T12:27:00+00:00,Remitly Global Inc
0,2023-03-20T12:27:00+00:00,Robinhood Markets Inc
1,2023-03-20T12:27:00+00:00,SoFi Technologies Inc
1,2023-03-20T12:27:00+00:00,Upstart Holdings Inc
1,2023-03-20T12:27:37+00:00,Palo Alto Networks Inc
0,2023-03-20T12:28:09+00:00,Aehr Test Systems Common Stock
0,2023-03-20T12:28:09+00:00,Monolithic Power Systems Inc
0,2023-03-20T12:30:00+00:00,Everbridge Inc
0,2023-03-20T12:30:00+00:00,Franchise Group Inc
0,2023-03-20T12:30:00+00:00,Franchise Group Inc
1,2023-03-20T12:30:00+00:00,Gilead Sciences Inc
1,2023-03-20T12:30:00+00:00,Gladstone Commercial Corporation Real Estate Investment Trust
1,2023-03-20T12:30:00+00:00,LivePerson Inc
1,2023-03-20T12:30:00+00:00,MaxLinear Inc
0,2023-03-20T12:30:00+00:00,Moderna Inc
0,2023-03-20T12:30:00+00:00,Navitas Semiconductor Corporation Common Stock
1,2023-03-20T12:30:00+00:00,Nurix Therapeutics Inc
1,2023-03-20T12:30:00+00:00,OSI Systems Inc
1,2023-03-20T12:30:00+00:00,PFSweb Inc
0,2023-03-20T12:30:00+00:00,SuRo Capital Corp
1,2023-03-20T12:30:12+00:00,Synopsys Inc
-1,2023-03-20T12:33:00+00:00,T
1,2023-03-20T12:34:30+00:00,GoPro Inc
1,2023-03-20T12:35:12+00:00,Accuray Incorporated Common Stock
0,2023-03-20T12:35:12+00:00,Hologic Inc
-1,2023-03-20T12:37:55+00:00,DocuSign Inc
1,2023-03-20T12:40:28+00:00,Advanced Micro Devices Inc
1,2023-03-20T12:40:28+00:00,Meta Platforms Inc
1,2023-03-20T12:40:28+00:00,Palo Alto Networks Inc
1,2023-03-20T12:45:00+00:00,GeneDx Holdings Corp
0,2023-03-20T12:48:06+00:00,Grid Dynamics Holdings Inc
1,2023-03-20T12:49:00+00:00,Enphase Energy Inc
1,2023-03-20T12:49:50+00:00,Columbus McKinnon Corporation Common Stock
0,2023-03-20T12:49:57+00:00,NVIDIA Corporation Common Stock
0,2023-03-20T12:50:00+00:00,Costco Wholesale Corporation Common Stock
1,2023-03-20T12:50:12+00:00,Huron Consulting Group Inc
1,2023-03-20T12:50:12+00:00,RadNet Inc
1,2023-03-20T12:51:33+00:00,Ichor Holdings Ordinary Shares
1,2023-03-20T12:53:09+00:00,Franchise Group Inc
0,2023-03-20T13:00:00+00:00,American Public Education Inc
0,2023-03-20T13:00:00+00:00,CarGurus Inc
1,2023-03-20T13:00:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2023-03-20T13:00:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2023-03-20T13:00:00+00:00,Gilead Sciences Inc
1,2023-03-20T13:00:00+00:00,Integral Ad Science Holding Corp
0,2023-03-20T13:00:00+00:00,LPL Financial Holdings Inc
1,2023-03-20T13:00:00+00:00,ModivCare Inc
1,2023-03-20T13:00:00+00:00,Mullen Automotive Inc
0,2023-03-20T13:00:00+00:00,Netflix Inc
1,2023-03-20T13:00:00+00:00,Nurix Therapeutics Inc
0,2023-03-20T13:00:00+00:00,Porch Group Inc
0,2023-03-20T13:00:00+00:00,PubMatic Inc
1,2023-03-20T13:00:00+00:00,Semtech Corporation Common Stock
1,2023-03-20T13:00:00+00:00,Texas Instruments Incorporated Common Stock
1,2023-03-20T13:00:00+00:00,Transphorm Inc
0,2023-03-20T13:00:00+00:00,Upstart Holdings Inc
0,2023-03-20T13:00:01+00:00,Applied Materials Inc
0,2023-03-20T13:00:01+00:00,DexCom Inc
0,2023-03-20T13:00:01+00:00,Intel Corporation Common Stock
0,2023-03-20T13:00:01+00:00,PACCAR Inc
0,2023-03-20T13:00:01+00:00,United Airlines Holdings Inc
0,2023-03-20T13:00:01+00:00,Walgreens Boots Alliance Inc
-1,2023-03-20T13:00:11+00:00,Meta Platforms Inc
0,2023-03-20T13:02:05+00:00,Hackett Group Inc (The)
0,2023-03-20T13:02:05+00:00,Immersion Corporation Common Stock
0,2023-03-20T13:02:05+00:00,Super Micro Computer Inc
0,2023-03-20T13:03:47+00:00,Paychex Inc
0,2023-03-20T13:05:10+00:00,Cavco Industries Inc
0,2023-03-20T13:06:53+00:00,Lattice Semiconductor Corporation Common Stock
-1,2023-03-20T13:07:00+00:00,Zynex Inc
-1,2023-03-20T13:09:00+00:00,Nutanix Inc
1,2023-03-20T13:11:00+00:00,NN Inc
-1,2023-03-20T13:11:00+00:00,NN Inc
0,2023-03-20T13:15:23+00:00,Adobe Inc
0,2023-03-20T13:18:00+00:00,Meridian Corporation Common Stock
1,2023-03-20T13:18:48+00:00,Midland States Bancorp Inc
1,2023-03-20T13:19:01+00:00,Equinix Inc
1,2023-03-20T13:22:00+00:00,Karuna Therapeutics Inc
0,2023-03-20T13:25:00+00:00,Merit Medical Systems Inc
0,2023-03-20T13:27:01+00:00,Walgreens Boots Alliance Inc
0,2023-03-20T13:30:00+00:00,CSG Systems International Inc
1,2023-03-20T13:30:01+00:00,Fortinet Inc
1,2023-03-20T13:30:01+00:00,Marvell Technology Inc
1,2023-03-20T13:30:01+00:00,Vertex Pharmaceuticals Incorporated Common Stock
