LLM_score,date,company
-1,2023-01-26T00:15:12+00:00,FS Bancorp Inc
-1,2023-01-26T00:39:06+00:00,Lam Research Corporation Common Stock
1,2023-01-26T00:41:00+00:00,BuzzFeed Inc
1,2023-01-26T00:41:09+00:00,Nikola Corporation Common Stock
0,2023-01-26T00:48:00+00:00,Northfield Bancorp Inc
1,2023-01-26T00:53:00+00:00,Integra LifeSciences Holdings Corporation Common Stock
0,2023-01-26T00:54:36+00:00,Lucid Group Inc
0,2023-01-26T00:54:36+00:00,Rivian Automotive Inc
1,2023-01-26T01:00:00+00:00,Allegro MicroSystems Inc
1,2023-01-26T01:01:30+00:00,CSX Corporation Common Stock
0,2023-01-26T01:02:02+00:00,Lucid Group Inc
0,2023-01-26T01:02:02+00:00,Rivian Automotive Inc
0,2023-01-26T01:06:04+00:00,Lucid Group Inc
0,2023-01-26T01:06:04+00:00,Rivian Automotive Inc
1,2023-01-26T01:15:00+00:00,First Bancshares Inc
0,2023-01-26T01:27:00+00:00,Cassava Sciences Inc
1,2023-01-26T02:07:04+00:00,United Airlines Holdings Inc
1,2023-01-26T02:07:04+00:00,United Airlines Holdings Inc
0,2023-01-26T02:56:00+00:00,Golden Matrix Group Inc
0,2023-01-26T05:00:18+00:00,Lam Research Corporation Common Stock
0,2023-01-26T05:01:00+00:00,The Kraft Heinz Company Common Stock
-1,2023-01-26T05:01:17+00:00,News Corporation Class A Common Stock
-1,2023-01-26T05:01:17+00:00,News Corporation Class B Common Stock
-1,2023-01-26T05:33:58+00:00,News Corporation Class A Common Stock
-1,2023-01-26T05:33:58+00:00,News Corporation Class B Common Stock
0,2023-01-26T05:49:54+00:00,F5 Inc
-1,2023-01-26T06:00:00+00:00,Intel Corporation Common Stock
1,2023-01-26T06:33:24+00:00,S&T Bancorp Inc
-1,2023-01-26T06:45:00+00:00,Y-mAbs Therapeutics Inc
0,2023-01-26T07:00:00+00:00,C
0,2023-01-26T07:00:58+00:00,American Airlines Group Inc
0,2023-01-26T07:00:58+00:00,BuzzFeed Inc
0,2023-01-26T07:00:58+00:00,Comcast Corporation Class A Common Stock
0,2023-01-26T07:00:58+00:00,Intel Corporation Common Stock
0,2023-01-26T07:00:58+00:00,KLA Corporation Common Stock
0,2023-01-26T07:00:58+00:00,Lam Research Corporation Common Stock
1,2023-01-26T08:15:00+00:00,The Kraft Heinz Company Common Stock
0,2023-01-26T09:05:06+00:00,American Airlines Group Inc
0,2023-01-26T09:05:06+00:00,Lam Research Corporation Common Stock
0,2023-01-26T10:00:00+00:00,AppTech Payments Corp
0,2023-01-26T10:00:00+00:00,CrowdStrike Holdings Inc
0,2023-01-26T10:00:00+00:00,PayPal Holdings Inc
0,2023-01-26T10:00:00+00:00,SoFi Technologies Inc
0,2023-01-26T10:01:00+00:00,Intel Corporation Common Stock
1,2023-01-26T10:06:49+00:00,Resources Connection Inc
1,2023-01-26T10:08:21+00:00,Heartland Financial USA Inc
0,2023-01-26T10:09:20+00:00,Berry Corporation (bry) Common Stock
1,2023-01-26T10:09:52+00:00,Franklin Electric Co
1,2023-01-26T10:11:21+00:00,Northwest Bancshares Inc
0,2023-01-26T10:12:00+00:00,AGNC Investment Corp
0,2023-01-26T10:12:00+00:00,AGNC Investment Corp
0,2023-01-26T10:12:00+00:00,AGNC Investment Corp
0,2023-01-26T10:12:00+00:00,AGNC Investment Corp
1,2023-01-26T10:12:47+00:00,UMB Financial Corporation Common Stock
-1,2023-01-26T10:12:54+00:00,Orion Energy Systems Inc
-1,2023-01-26T10:19:00+00:00,Intuitive Surgical Inc
0,2023-01-26T10:20:00+00:00,Netflix Inc
0,2023-01-26T10:21:00+00:00,Ocugen Inc
0,2023-01-26T10:21:00+00:00,Rivian Automotive Inc
-1,2023-01-26T10:21:30+00:00,Trustmark Corporation Common Stock
-1,2023-01-26T10:22:08+00:00,Franklin Financial Services Corporation Common Stock
0,2023-01-26T10:23:34+00:00,The Bancorp Inc Common Stock
0,2023-01-26T10:26:38+00:00,Marten Transport Ltd
0,2023-01-26T10:28:22+00:00,Willdan Group Inc
0,2023-01-26T10:30:00+00:00,Etsy Inc
0,2023-01-26T10:30:00+00:00,Gilead Sciences Inc
1,2023-01-26T10:30:11+00:00,Agilysys Inc
0,2023-01-26T10:31:00+00:00,DocuSign Inc
0,2023-01-26T10:31:00+00:00,Splunk Inc
0,2023-01-26T10:33:31+00:00,Allakos Inc
0,2023-01-26T10:35:00+00:00,Comcast Corporation Class A Common Stock
1,2023-01-26T10:36:04+00:00,NextGen Healthcare Inc
1,2023-01-26T10:37:59+00:00,Ames National Corporation Common Stock
1,2023-01-26T10:41:35+00:00,American Airlines Group Inc
0,2023-01-26T10:50:00+00:00,Walgreens Boots Alliance Inc
0,2023-01-26T10:54:25+00:00,Biogen Inc
0,2023-01-26T10:54:25+00:00,Morphic Holding Inc
1,2023-01-26T10:59:00+00:00,Pacific Premier Bancorp Inc
1,2023-01-26T10:59:25+00:00,Stoke Therapeutics Inc
1,2023-01-26T11:00:00+00:00,Ideanomics Inc
0,2023-01-26T11:00:00+00:00,News Corporation Class A Common Stock
0,2023-01-26T11:00:00+00:00,News Corporation Class B Common Stock
1,2023-01-26T11:00:00+00:00,Summit Financial Group Inc
1,2023-01-26T11:00:00+00:00,Tractor Supply Company Common Stock
0,2023-01-26T11:00:00+00:00,Virtu Financial Inc
1,2023-01-26T11:05:11+00:00,Steel Dynamics Inc
0,2023-01-26T11:09:11+00:00,Freshpet Inc
0,2023-01-26T11:10:00+00:00,Xcel Energy Inc
0,2023-01-26T11:15:00+00:00,Alarm
0,2023-01-26T11:15:00+00:00,CrowdStrike Holdings Inc
0,2023-01-26T11:15:00+00:00,QUALCOMM Incorporated Common Stock
1,2023-01-26T11:15:02+00:00,NetApp Inc
0,2023-01-26T11:16:11+00:00,Lam Research Corporation Common Stock
0,2023-01-26T11:16:11+00:00,Mercury Systems Inc Common Stock
1,2023-01-26T11:16:40+00:00,NextGen Healthcare Inc
-1,2023-01-26T11:18:00+00:00,MicroStrategy Incorporated Common Stock Class A
0,2023-01-26T11:18:27+00:00,SkyWest Inc
0,2023-01-26T11:20:00+00:00,Mondelez International Inc
1,2023-01-26T11:21:12+00:00,BuzzFeed Inc
0,2023-01-26T11:22:00+00:00,Costco Wholesale Corporation Common Stock
1,2023-01-26T11:25:00+00:00,Amalgamated Financial Corp
1,2023-01-26T11:25:00+00:00,Tractor Supply Company Common Stock
0,2023-01-26T11:25:19+00:00,VSE Corporation Common Stock
1,2023-01-26T11:30:00+00:00,First Citizens BancShares Inc
1,2023-01-26T11:30:00+00:00,First Citizens BancShares Inc
1,2023-01-26T11:30:00+00:00,First Citizens BancShares Inc
1,2023-01-26T11:30:00+00:00,LSI Industries Inc
1,2023-01-26T11:30:00+00:00,Xerox Holdings Corporation Common Stock
1,2023-01-26T11:31:00+00:00,First Citizens BancShares Inc
1,2023-01-26T11:31:00+00:00,First Citizens BancShares Inc
1,2023-01-26T11:31:00+00:00,First Citizens BancShares Inc
0,2023-01-26T11:31:11+00:00,Hologic Inc
-1,2023-01-26T11:32:00+00:00,PayPal Holdings Inc
1,2023-01-26T11:35:00+00:00,Peloton Interactive Inc
0,2023-01-26T11:36:03+00:00,1-800-FLOWERS
0,2023-01-26T11:38:36+00:00,Fifth Third Bancorp Common Stock
0,2023-01-26T11:38:36+00:00,Fifth Third Bancorp Depositary Shares
0,2023-01-26T11:38:36+00:00,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K
0,2023-01-26T11:39:29+00:00,Geospace Technologies Corporation Common Stock (Texas)
-1,2023-01-26T11:41:16+00:00,Univest Financial Corporation Common Stock
1,2023-01-26T11:42:11+00:00,CSX Corporation Common Stock
1,2023-01-26T11:44:41+00:00,LKQ Corporation Common Stock
0,2023-01-26T11:44:53+00:00,News Corporation Class A Common Stock
0,2023-01-26T11:44:53+00:00,News Corporation Class B Common Stock
0,2023-01-26T11:45:00+00:00,Advanced Micro Devices Inc
0,2023-01-26T11:45:00+00:00,Intel Corporation Common Stock
0,2023-01-26T11:45:00+00:00,Lattice Semiconductor Corporation Common Stock
0,2023-01-26T11:48:00+00:00,DocuSign Inc
1,2023-01-26T11:51:35+00:00,Tabula Rasa HealthCare Inc
0,2023-01-26T11:55:11+00:00,Comcast Corporation Class A Common Stock
-1,2023-01-26T11:58:33+00:00,OceanFirst Financial Corp
0,2023-01-26T12:00:00+00:00,American Airlines Group Inc
1,2023-01-26T12:00:00+00:00,Bio-Techne Corp Common Stock
1,2023-01-26T12:00:00+00:00,BioCryst Pharmaceuticals Inc
0,2023-01-26T12:00:00+00:00,Climb Global Solutions Inc
1,2023-01-26T12:00:00+00:00,Cognizant Technology Solutions Corporation Class A Common Stock
1,2023-01-26T12:00:00+00:00,Comcast Corporation Class A Common Stock
0,2023-01-26T12:00:00+00:00,ConnectOne Bancorp Inc
1,2023-01-26T12:00:00+00:00,CytomX Therapeutics Inc
0,2023-01-26T12:00:00+00:00,First Foundation Inc
0,2023-01-26T12:00:00+00:00,First Mid Bancshares Inc
1,2023-01-26T12:00:00+00:00,First National Corporation Common Stock
1,2023-01-26T12:00:00+00:00,First Northwest Bancorp Common Stock
0,2023-01-26T12:00:00+00:00,JetBlue Airways Corporation Common Stock
0,2023-01-26T12:00:00+00:00,Lantronix Inc
-1,2023-01-26T12:00:00+00:00,Netflix Inc
0,2023-01-26T12:00:00+00:00,Perella Weinberg Partners Class A Common Stock
1,2023-01-26T12:00:00+00:00,Sandy Spring Bancorp Inc
1,2023-01-26T12:00:00+00:00,Sandy Spring Bancorp Inc
1,2023-01-26T12:00:00+00:00,Streamline Health Solutions Inc
1,2023-01-26T12:00:00+00:00,Syros Pharmaceuticals Inc
0,2023-01-26T12:00:00+00:00,T
1,2023-01-26T12:00:00+00:00,TG Therapeutics Inc
1,2023-01-26T12:00:00+00:00,Valley National Bancorp 5
1,2023-01-26T12:00:00+00:00,Valley National Bancorp 6
1,2023-01-26T12:00:00+00:00,Valley National Bancorp Common Stock
0,2023-01-26T12:00:00+00:00,Xos Inc
1,2023-01-26T12:01:00+00:00,CareDx Inc
0,2023-01-26T12:03:39+00:00,Lumentum Holdings Inc
1,2023-01-26T12:05:00+00:00,Comcast Corporation Class A Common Stock
0,2023-01-26T12:05:22+00:00,Western New England Bancorp Inc
1,2023-01-26T12:10:12+00:00,Teradyne Inc
1,2023-01-26T12:13:00+00:00,American Airlines Group Inc
1,2023-01-26T12:13:27+00:00,American Airlines Group Inc
-1,2023-01-26T12:15:12+00:00,Pacific Premier Bancorp Inc
1,2023-01-26T12:15:12+00:00,Tractor Supply Company Common Stock
0,2023-01-26T12:17:22+00:00,Costco Wholesale Corporation Common Stock
1,2023-01-26T12:17:42+00:00,American Airlines Group Inc
0,2023-01-26T12:18:12+00:00,Match Group Inc
1,2023-01-26T12:21:00+00:00,JetBlue Airways Corporation Common Stock
1,2023-01-26T12:25:00+00:00,Comcast Corporation Class A Common Stock
-1,2023-01-26T12:25:12+00:00,Independent Bank Corp
0,2023-01-26T12:25:12+00:00,Mondelez International Inc
-1,2023-01-26T12:25:12+00:00,Summit Financial Group Inc
1,2023-01-26T12:25:12+00:00,Xcel Energy Inc
1,2023-01-26T12:28:34+00:00,Tractor Supply Company Common Stock
0,2023-01-26T12:29:35+00:00,Citi Trends Inc
0,2023-01-26T12:30:00+00:00,Agenus Inc
1,2023-01-26T12:30:00+00:00,American National Bankshares Inc
0,2023-01-26T12:30:00+00:00,Biogen Inc
0,2023-01-26T12:30:00+00:00,NetScout Systems Inc
1,2023-01-26T12:30:00+00:00,S&T Bancorp Inc
0,2023-01-26T12:30:00+00:00,Stock Yards Bancorp Inc
0,2023-01-26T12:30:00+00:00,World Acceptance Corporation Common Stock
-1,2023-01-26T12:31:12+00:00,Moderna Inc
-1,2023-01-26T12:31:12+00:00,Novavax Inc
1,2023-01-26T12:35:00+00:00,Accuray Incorporated Common Stock
-1,2023-01-26T12:35:12+00:00,Virtu Financial Inc
1,2023-01-26T12:35:15+00:00,Diamondback Energy Inc
0,2023-01-26T12:35:15+00:00,Intel Corporation Common Stock
1,2023-01-26T12:36:36+00:00,Tractor Supply Company Common Stock
1,2023-01-26T12:43:12+00:00,Lam Research Corporation Common Stock
-1,2023-01-26T12:45:00+00:00,Costco Wholesale Corporation Common Stock
0,2023-01-26T12:45:00+00:00,Nautilus Biotechnolgy Inc
-1,2023-01-26T12:45:00+00:00,Texas Instruments Incorporated Common Stock
1,2023-01-26T12:45:12+00:00,Medallion Financial Corp
1,2023-01-26T12:50:00+00:00,United Bankshares Inc
1,2023-01-26T12:52:00+00:00,American Airlines Group Inc
1,2023-01-26T12:59:00+00:00,Independent Bank Corporation Common Stock
1,2023-01-26T13:00:00+00:00,BioLife Solutions Inc
1,2023-01-26T13:00:00+00:00,Carter Bankshares Inc
0,2023-01-26T13:00:00+00:00,Cerence Inc
0,2023-01-26T13:00:00+00:00,DLH Holdings Corp
-1,2023-01-26T13:00:00+00:00,Daktronics Inc
1,2023-01-26T13:00:00+00:00,Dare Bioscience Inc
1,2023-01-26T13:00:00+00:00,East West Bancorp Inc
1,2023-01-26T13:00:00+00:00,Enphase Energy Inc
1,2023-01-26T13:00:00+00:00,First Merchants Corporation Common Stock
1,2023-01-26T13:00:00+00:00,First of Long Island Corporation (The) Common Stock
0,2023-01-26T13:00:00+00:00,Flywire Corporation Voting Common Stock
0,2023-01-26T13:00:00+00:00,Heritage Financial Corporation Common Stock
