LLM_score,date,company
-1,2023-03-02T21:54:37+00:00,Starbucks Corporation Common Stock
-1,2023-03-02T21:55:29+00:00,Costco Wholesale Corporation Common Stock
1,2023-03-02T21:56:00+00:00,Sprott Focus Trust Inc
-1,2023-03-02T21:57:00+00:00,Bumble Inc
-1,2023-03-02T21:58:00+00:00,Costco Wholesale Corporation Common Stock
0,2023-03-02T22:00:00+00:00,Novavax Inc
0,2023-03-02T22:00:00+00:00,Olema Pharmaceuticals Inc
0,2023-03-02T22:00:00+00:00,Riot Platforms Inc
0,2023-03-02T22:00:19+00:00,Academy Sports and Outdoors Inc
0,2023-03-02T22:00:19+00:00,BayCom Corp Common Stock
0,2023-03-02T22:00:19+00:00,ChampionX Corporation Common Stock 
0,2023-03-02T22:00:19+00:00,Covenant Logistics Group Inc
0,2023-03-02T22:00:19+00:00,PepsiCo Inc
0,2023-03-02T22:00:19+00:00,Provident Bancorp Inc
0,2023-03-02T22:00:19+00:00,Royalty Pharma plc Class A Ordinary Shares 
0,2023-03-02T22:03:47+00:00,Costco Wholesale Corporation Common Stock
0,2023-03-02T22:07:00+00:00,Roku Inc
0,2023-03-02T22:07:00+00:00,The Trade Desk Inc
0,2023-03-02T22:07:58+00:00,Zscaler Inc
-1,2023-03-02T22:09:00+00:00,Redfin Corporation Common Stock
-1,2023-03-02T22:11:00+00:00,Credit Acceptance Corporation Common Stock
-1,2023-03-02T22:15:10+00:00,Dave & Buster's Entertainment Inc
-1,2023-03-02T22:15:10+00:00,DermTech Inc
-1,2023-03-02T22:15:10+00:00,Potbelly Corporation Common Stock
-1,2023-03-02T22:19:35+00:00,Zscaler Inc
-1,2023-03-02T22:19:35+00:00,Zscaler Inc
1,2023-03-02T22:25:10+00:00,Ardelyx Inc
0,2023-03-02T22:25:10+00:00,Identiv Inc
-1,2023-03-02T22:25:10+00:00,Silvercrest Asset Management Group Inc
-1,2023-03-02T22:25:10+00:00,Veritone Inc
1,2023-03-02T22:26:02+00:00,Okta Inc
0,2023-03-02T22:28:13+00:00,Copart Inc
1,2023-03-02T22:28:50+00:00,Broadcom Inc
0,2023-03-02T22:29:20+00:00,Warner Music Group Corp
-1,2023-03-02T22:30:00+00:00,Coinbase Global Inc
0,2023-03-02T22:30:00+00:00,Exelixis Inc
0,2023-03-02T22:30:00+00:00,G-III Apparel Group LTD
-1,2023-03-02T22:34:00+00:00,Lyft Inc
1,2023-03-02T22:35:10+00:00,Fidus Investment Corporation Common Stock
-1,2023-03-02T22:35:10+00:00,Seer Inc
1,2023-03-02T22:36:00+00:00,Broadcom Inc
0,2023-03-02T22:37:00+00:00,Waldencast plc Class A Ordinary Share
0,2023-03-02T22:45:10+00:00,American Airlines Group Inc
-1,2023-03-02T22:45:10+00:00,Amgen Inc
1,2023-03-02T22:45:10+00:00,Costco Wholesale Corporation Common Stock
1,2023-03-02T22:45:10+00:00,Hologic Inc
0,2023-03-02T22:45:10+00:00,Meta Platforms Inc
0,2023-03-02T22:45:10+00:00,PayPal Holdings Inc
0,2023-03-02T22:45:10+00:00,QUALCOMM Incorporated Common Stock
1,2023-03-02T22:45:10+00:00,Texas Instruments Incorporated Common Stock
0,2023-03-02T22:45:10+00:00,United Airlines Holdings Inc
0,2023-03-02T22:50:10+00:00,CECO Environmental Corp
0,2023-03-02T22:50:10+00:00,The Kraft Heinz Company Common Stock
0,2023-03-02T22:52:00+00:00,CSX Corporation Common Stock
-1,2023-03-02T22:53:31+00:00,Starbucks Corporation Common Stock
0,2023-03-02T22:54:07+00:00,Advanced Micro Devices Inc
-1,2023-03-02T22:54:07+00:00,QUALCOMM Incorporated Common Stock
1,2023-03-02T22:55:10+00:00,Broadcom Inc
1,2023-03-02T22:55:10+00:00,Zscaler Inc
0,2023-03-02T22:57:11+00:00,Starbucks Corporation Common Stock
0,2023-03-02T22:57:41+00:00,Costco Wholesale Corporation Common Stock
-1,2023-03-02T22:59:00+00:00,Zscaler Inc
1,2023-03-02T23:00:11+00:00,H&E Equipment Services Inc
0,2023-03-02T23:00:11+00:00,Intuitive Surgical Inc
0,2023-03-02T23:00:41+00:00,Broadcom Inc
0,2023-03-02T23:00:41+00:00,Marvell Technology Inc
-1,2023-03-02T23:03:00+00:00,Costco Wholesale Corporation Common Stock
0,2023-03-02T23:05:11+00:00,Marvell Technology Inc
-1,2023-03-02T23:05:11+00:00,Viant Technology Inc
1,2023-03-02T23:09:00+00:00,Tabula Rasa HealthCare Inc
-1,2023-03-02T23:11:02+00:00,Zoom Video Communications Inc
-1,2023-03-02T23:15:00+00:00,Zscaler Inc
1,2023-03-02T23:30:00+00:00,Nordson Corporation Common Stock
-1,2023-03-02T23:35:00+00:00,Zoom Video Communications Inc
1,2023-03-02T23:41:14+00:00,Broadcom Inc
-1,2023-03-02T23:46:00+00:00,Exelixis Inc
1,2023-03-02T23:51:00+00:00,Comcast Corporation Class A Common Stock
0,2023-03-02T23:52:09+00:00,Walgreens Boots Alliance Inc
1,2023-03-02T23:54:50+00:00,Broadcom Inc
0,2023-03-02T23:58:41+00:00,Costco Wholesale Corporation Common Stock
1,2023-03-02T23:58:52+00:00,Costco Wholesale Corporation Common Stock
1,2023-03-03T00:00:39+00:00,Costco Wholesale Corporation Common Stock
-1,2023-03-03T00:01:00+00:00,The Kraft Heinz Company Common Stock
0,2023-03-03T00:57:43+00:00,Starbucks Corporation Common Stock
0,2023-03-03T01:00:21+00:00,Meta Platforms Inc
0,2023-03-03T01:27:20+00:00,Interface Inc
0,2023-03-03T01:29:00+00:00,Supernus Pharmaceuticals Inc
0,2023-03-03T01:29:07+00:00,Silk Road Medical Inc
-1,2023-03-03T01:33:08+00:00,Walgreens Boots Alliance Inc
0,2023-03-03T01:34:56+00:00,Costco Wholesale Corporation Common Stock
0,2023-03-03T01:55:14+00:00,Mersana Therapeutics Inc
0,2023-03-03T02:00:24+00:00,Costco Wholesale Corporation Common Stock
0,2023-03-03T02:00:28+00:00,Broadcom Inc
0,2023-03-03T02:00:31+00:00,Marvell Technology Inc
0,2023-03-03T02:00:35+00:00,Zscaler Inc
0,2023-03-03T02:05:01+00:00,Lindblad Expeditions Holdings Inc
1,2023-03-03T02:15:00+00:00,Revolution Medicines Inc
0,2023-03-03T02:16:25+00:00,Clean Energy Fuels Corp
0,2023-03-03T02:17:12+00:00,Arcutis Biotherapeutics Inc
0,2023-03-03T02:17:26+00:00,Iovance Biotherapeutics Inc
0,2023-03-03T02:17:47+00:00,Health Catalyst Inc Common Stock
0,2023-03-03T02:18:02+00:00,Horizon Technology Finance Corporation Common Stock
0,2023-03-03T02:18:22+00:00,Fate Therapeutics Inc
0,2023-03-03T02:20:00+00:00,Atea Pharmaceuticals Inc
0,2023-03-03T02:20:15+00:00,Rhythm Pharmaceuticals Inc
0,2023-03-03T02:20:34+00:00,Surgery Partners Inc
0,2023-03-03T02:21:11+00:00,Monster Beverage Corporation
0,2023-03-03T02:21:20+00:00,Ross Stores Inc
0,2023-03-03T02:21:43+00:00,Verisk Analytics Inc
0,2023-03-03T02:26:25+00:00,Walgreens Boots Alliance Inc
0,2023-03-03T02:28:36+00:00,First Solar Inc
