LLM_score,date,company
0,2022-07-11T12:24:27+00:00,NextDecade Corporation Common Stock
1,2022-07-11T12:30:00+00:00,Commvault Systems Inc
-1,2022-07-11T12:30:00+00:00,Electronic Arts Inc
0,2022-07-11T12:30:00+00:00,Forward Air Corporation Common Stock
1,2022-07-11T12:30:00+00:00,Perma-Fix Environmental Services Inc
1,2022-07-11T12:30:00+00:00,Streamline Health Solutions Inc
-1,2022-07-11T12:30:00+00:00,Take-Two Interactive Software Inc
0,2022-07-11T12:30:00+00:00,Upwork Inc
0,2022-07-11T12:30:12+00:00,Enphase Energy Inc
0,2022-07-11T12:31:00+00:00,BioMarin Pharmaceutical Inc
1,2022-07-11T12:31:30+00:00,Novavax Inc
0,2022-07-11T12:37:06+00:00,Meridian Corporation Common Stock
0,2022-07-11T12:37:12+00:00,Plains All American Pipeline L
0,2022-07-11T12:38:12+00:00,The Simply Good Foods Company Common Stock
0,2022-07-11T12:40:00+00:00,Minim Inc
0,2022-07-11T12:41:19+00:00,Merchants Bancorp 7
0,2022-07-11T12:41:19+00:00,Merchants Bancorp Common Stock
0,2022-07-11T12:44:12+00:00,A-Mark Precious Metals Inc
1,2022-07-11T12:44:12+00:00,Novavax Inc
1,2022-07-11T12:45:00+00:00,ScanSource Inc
0,2022-07-11T12:45:00+00:00,Willdan Group Inc
0,2022-07-11T12:45:36+00:00,KLA Corporation Common Stock
0,2022-07-11T12:50:12+00:00,Alliance Resource Partners L
0,2022-07-11T12:50:12+00:00,DXP Enterprises Inc
0,2022-07-11T12:50:12+00:00,Everbridge Inc
0,2022-07-11T12:50:12+00:00,Lantheus Holdings Inc
1,2022-07-11T12:50:12+00:00,Target Hospitality Corp
0,2022-07-11T12:52:14+00:00,JetBlue Airways Corporation Common Stock
0,2022-07-11T12:52:46+00:00,Aviat Networks Inc
-1,2022-07-11T12:53:57+00:00,Simulations Plus Inc
0,2022-07-11T12:55:00+00:00,Sinclair Inc
0,2022-07-11T12:56:03+00:00,FormFactor Inc
0,2022-07-11T12:57:43+00:00,Franchise Group Inc
0,2022-07-11T12:57:43+00:00,Franchise Group Inc
-1,2022-07-11T12:59:00+00:00,Heidrick & Struggles International Inc
1,2022-07-11T13:00:00+00:00,Allegiant Travel Company Common Stock
1,2022-07-11T13:00:00+00:00,Arteris Inc
1,2022-07-11T13:00:00+00:00,AvidXchange Holdings Inc
0,2022-07-11T13:00:00+00:00,Franchise Group Inc
1,2022-07-11T13:00:00+00:00,Franchise Group Inc
0,2022-07-11T13:00:00+00:00,MKS Instruments Inc
0,2022-07-11T13:00:00+00:00,ModivCare Inc
1,2022-07-11T13:00:00+00:00,Mullen Automotive Inc
0,2022-07-11T13:00:00+00:00,RCI Hospitality Holdings Inc
0,2022-07-11T13:00:00+00:00,SouthState Corporation Common Stock
0,2022-07-11T13:00:00+00:00,The ODP Corporation Common Stock
0,2022-07-11T13:00:00+00:00,ZoomInfo Technologies Inc Common Stock
1,2022-07-11T13:00:01+00:00,Booking Holdings Inc
0,2022-07-11T13:00:01+00:00,Denny's Corporation Common Stock
1,2022-07-11T13:00:01+00:00,J
0,2022-07-11T13:00:01+00:00,QUALCOMM Incorporated Common Stock
-1,2022-07-11T13:00:06+00:00,Amplitude Inc
-1,2022-07-11T13:00:06+00:00,Freshworks Inc
-1,2022-07-11T13:00:16+00:00,F5 Inc
-1,2022-07-11T13:02:25+00:00,Cass Information Systems Inc Common Stock
1,2022-07-11T13:05:00+00:00,Cadence Design Systems Inc
0,2022-07-11T13:05:00+00:00,Mondelez International Inc
1,2022-07-11T13:05:00+00:00,Synopsys Inc
1,2022-07-11T13:10:00+00:00,Waterstone Financial Inc
