LLM_score,date,company
1,2023-02-24T18:51:49+00:00,Beyond Meat Inc
0,2023-02-24T18:53:00+00:00,Peoples Bancorp Inc
-1,2023-02-24T18:53:00+00:00,eBay Inc
-1,2023-02-24T18:56:39+00:00,BigCommerce Holdings Inc
1,2023-02-24T19:00:01+00:00,Booking Holdings Inc
0,2023-02-24T19:00:08+00:00,Costco Wholesale Corporation Common Stock
0,2023-02-24T19:00:10+00:00,Costco Wholesale Corporation Common Stock
0,2023-02-24T19:00:17+00:00,Icahn Enterprises L
0,2023-02-24T19:00:26+00:00,Costco Wholesale Corporation Common Stock
-1,2023-02-24T19:15:00+00:00,Mesa Air Group Inc
-1,2023-02-24T19:15:00+00:00,Moderna Inc
-1,2023-02-24T19:15:33+00:00,Netflix Inc
1,2023-02-24T19:16:25+00:00,Warner Bros
-1,2023-02-24T19:21:00+00:00,SpartanNash Company Common Stock
-1,2023-02-24T19:25:49+00:00,Adobe Inc
-1,2023-02-24T19:27:00+00:00,Adobe Inc
1,2023-02-24T19:28:25+00:00,Altair Engineering Inc
0,2023-02-24T19:28:26+00:00,Wingstop Inc
-1,2023-02-24T19:29:40+00:00,Plug Power Inc
-1,2023-02-24T19:29:51+00:00,DocuSign Inc
0,2023-02-24T19:33:28+00:00,Roku Inc
0,2023-02-24T19:39:00+00:00,Paramount Global Class A Common Stock
0,2023-02-24T19:39:00+00:00,Paramount Global Class B Common Stock
-1,2023-02-24T19:39:00+00:00,Warner Bros
1,2023-02-24T19:44:59+00:00,iRhythm Technologies Inc
1,2023-02-24T19:48:11+00:00,Bruker Corporation Common Stock
-1,2023-02-24T19:48:37+00:00,ContextLogic Inc
-1,2023-02-24T19:49:00+00:00,Gentherm Inc Common Stock
-1,2023-02-24T19:49:35+00:00,Mondelez International Inc
-1,2023-02-24T19:49:35+00:00,The Kraft Heinz Company Common Stock
0,2023-02-24T19:54:00+00:00,Icahn Enterprises L
-1,2023-02-24T19:56:10+00:00,Mondelez International Inc
-1,2023-02-24T19:56:10+00:00,The Kraft Heinz Company Common Stock
-1,2023-02-24T19:59:07+00:00,Steven Madden Ltd
1,2023-02-24T20:09:00+00:00,Universal Display Corporation Common Stock
0,2023-02-24T20:09:30+00:00,Coinbase Global Inc
1,2023-02-24T20:15:30+00:00,BigCommerce Holdings Inc
1,2023-02-24T20:33:00+00:00,PayPal Holdings Inc
0,2023-02-24T20:35:00+00:00,United Airlines Holdings Inc
-1,2023-02-24T20:38:00+00:00,Magnite Inc
0,2023-02-24T20:45:00+00:00,QUALCOMM Incorporated Common Stock
1,2023-02-24T20:45:49+00:00,Beacon Roofing Supply Inc
0,2023-02-24T20:49:00+00:00,Caesars Entertainment Inc
1,2023-02-24T20:49:52+00:00,Beyond Meat Inc
1,2023-02-24T20:50:00+00:00,T-Mobile US Inc
-1,2023-02-24T20:51:00+00:00,Autodesk Inc
0,2023-02-24T20:55:00+00:00,JetBlue Airways Corporation Common Stock
1,2023-02-24T20:56:00+00:00,Henry Schein Inc
0,2023-02-24T21:00:00+00:00,Airbnb Inc
1,2023-02-24T21:00:00+00:00,Cytokinetics Incorporated Common Stock
0,2023-02-24T21:00:00+00:00,Palo Alto Networks Inc
1,2023-02-24T21:00:00+00:00,Pulmonx Corporation Common Stock
-1,2023-02-24T21:00:28+00:00,Adobe Inc
0,2023-02-24T21:01:00+00:00,Silvercrest Asset Management Group Inc
1,2023-02-24T21:01:00+00:00,United Fire Group Inc
1,2023-02-24T21:01:09+00:00,Booking Holdings Inc
0,2023-02-24T21:02:00+00:00,TELA Bio Inc
0,2023-02-24T21:05:00+00:00,Churchill Downs Incorporated Common Stock
1,2023-02-24T21:05:00+00:00,Clarus Corporation Common Stock
1,2023-02-24T21:05:00+00:00,Pool Corporation Common Stock
0,2023-02-24T21:05:00+00:00,TransMedics Group Inc
1,2023-02-24T21:09:42+00:00,Booking Holdings Inc
0,2023-02-24T21:10:00+00:00,Mondelez International Inc
0,2023-02-24T21:13:00+00:00,Bioventus Inc
-1,2023-02-24T21:14:03+00:00,Coinbase Global Inc
-1,2023-02-24T21:14:03+00:00,Upstart Holdings Inc
-1,2023-02-24T21:15:00+00:00,PayPal Holdings Inc
0,2023-02-24T21:15:00+00:00,iRadimed Corporation Common Stock
-1,2023-02-24T21:17:08+00:00,Zoom Video Communications Inc
0,2023-02-24T21:20:00+00:00,Middlesex Water Company Common Stock
1,2023-02-24T21:21:56+00:00,Beyond Meat Inc
0,2023-02-24T21:23:00+00:00,Beyond Meat Inc
1,2023-02-24T21:29:04+00:00,Meta Platforms Inc
0,2023-02-24T21:30:00+00:00,NN Inc
0,2023-02-24T21:30:00+00:00,Quanterix Corporation Common Stock
1,2023-02-24T21:31:58+00:00,Beyond Meat Inc
0,2023-02-24T21:36:00+00:00,Intel Corporation Common Stock
-1,2023-02-24T21:44:00+00:00,Fate Therapeutics Inc
0,2023-02-24T21:45:37+00:00,Costco Wholesale Corporation Common Stock
0,2023-02-24T21:45:37+00:00,Zoom Video Communications Inc
1,2023-02-24T21:46:55+00:00,Wingstop Inc
0,2023-02-24T22:00:00+00:00,Roku Inc
0,2023-02-24T22:00:00+00:00,SciPlay Corporation Class A Common Stock
0,2023-02-24T22:00:21+00:00,Workday Inc
0,2023-02-24T22:00:21+00:00,Zoom Video Communications Inc
-1,2023-02-24T22:00:29+00:00,Airbnb Inc
0,2023-02-24T22:01:10+00:00,Cal-Maine Foods Inc
0,2023-02-24T22:03:00+00:00,Warner Bros
-1,2023-02-24T22:03:20+00:00,Adobe Inc
1,2023-02-24T22:03:20+00:00,Starbucks Corporation Common Stock
-1,2023-02-24T22:09:22+00:00,Moderna Inc
0,2023-02-24T22:10:38+00:00,Revance Therapeutics Inc
0,2023-02-24T22:23:30+00:00,Activision Blizzard Inc
0,2023-02-24T22:23:30+00:00,Advanced Micro Devices Inc
0,2023-02-24T22:23:30+00:00,Electronic Arts Inc
0,2023-02-24T22:23:30+00:00,Take-Two Interactive Software Inc
-1,2023-02-24T22:23:43+00:00,Meta Platforms Inc
-1,2023-02-24T22:24:33+00:00,Stericycle Inc
-1,2023-02-24T22:35:10+00:00,Middlesex Water Company Common Stock
-1,2023-02-24T22:39:00+00:00,Consensus Cloud Solutions Inc
1,2023-02-24T22:40:00+00:00,Enphase Energy Inc
1,2023-02-24T22:43:58+00:00,Meta Platforms Inc
0,2023-02-24T22:44:00+00:00,Moderna Inc
0,2023-02-24T22:44:00+00:00,Netflix Inc
-1,2023-02-24T22:45:10+00:00,American Airlines Group Inc
-1,2023-02-24T22:45:10+00:00,CECO Environmental Corp
1,2023-02-24T22:45:10+00:00,Celsius Holdings Inc
-1,2023-02-24T22:45:10+00:00,Costco Wholesale Corporation Common Stock
-1,2023-02-24T22:45:10+00:00,United Airlines Holdings Inc
-1,2023-02-24T23:00:11+00:00,Intuitive Surgical Inc
1,2023-02-24T23:01:00+00:00,Meta Platforms Inc
1,2023-02-24T23:03:02+00:00,Moderna Inc
1,2023-02-24T23:05:00+00:00,Qurate Retail Inc
0,2023-02-24T23:05:00+00:00,Qurate Retail Inc
1,2023-02-24T23:08:11+00:00,Apellis Pharmaceuticals Inc
1,2023-02-24T23:10:00+00:00,Beyond Meat Inc
1,2023-02-24T23:16:17+00:00,Meta Platforms Inc
1,2023-02-24T23:29:20+00:00,Meta Platforms Inc
0,2023-02-24T23:40:00+00:00,Etsy Inc
0,2023-02-24T23:43:30+00:00,First Solar Inc
0,2023-02-24T23:47:00+00:00,Columbia Banking System Inc
0,2023-02-24T23:55:00+00:00,Mondelez International Inc
0,2023-02-25T00:16:00+00:00,Mesa Air Group Inc
0,2023-02-25T00:16:00+00:00,SkyWest Inc
-1,2023-02-25T02:00:00+00:00,Alico Inc
-1,2023-02-25T02:00:00+00:00,Bioventus Inc
-1,2023-02-25T02:00:00+00:00,Caribou Biosciences Inc
0,2023-02-25T02:00:00+00:00,Credit Acceptance Corporation Common Stock
-1,2023-02-25T02:00:00+00:00,Enovix Corporation Common Stock
-1,2023-02-25T02:00:00+00:00,Fate Therapeutics Inc
-1,2023-02-25T02:00:00+00:00,Invivyd Inc
-1,2023-02-25T02:00:00+00:00,National Vision Holdings Inc
-1,2023-02-25T02:00:00+00:00,Ryvyl Inc
-1,2023-02-25T02:00:00+00:00,Sotera Health Company Common Stock
-1,2023-02-25T02:00:00+00:00,Y-mAbs Therapeutics Inc
0,2023-02-25T03:15:01+00:00,Apollo Medical Holdings Inc
0,2023-02-25T04:54:07+00:00,Icahn Enterprises L
0,2023-02-25T05:13:37+00:00,FTAI Aviation Ltd
0,2023-02-25T06:06:12+00:00,Gaming and Leisure Properties Inc
0,2023-02-25T06:09:13+00:00,Lamar Advertising Company Class A Common Stock
0,2023-02-25T06:22:14+00:00,ACM Research Inc
0,2023-02-25T06:22:15+00:00,Uniti Group Inc
0,2023-02-25T06:35:19+00:00,Air Transport Services Group Inc
0,2023-02-25T06:42:13+00:00,Olympic Steel Inc
0,2023-02-25T07:10:14+00:00,Alliant Energy Corporation Common Stock
0,2023-02-25T08:42:19+00:00,Balchem Corporation Common Stock
0,2023-02-25T10:06:00+00:00,Intuitive Surgical Inc
0,2023-02-25T10:06:00+00:00,Meta Platforms Inc
0,2023-02-25T10:06:00+00:00,Okta Inc
0,2023-02-25T10:06:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-02-25T10:29:00+00:00,AGNC Investment Corp
0,2023-02-25T10:29:00+00:00,AGNC Investment Corp
0,2023-02-25T10:29:00+00:00,AGNC Investment Corp
0,2023-02-25T10:29:00+00:00,AGNC Investment Corp
-1,2023-02-25T10:49:00+00:00,Meta Platforms Inc
-1,2023-02-25T10:49:00+00:00,The Trade Desk Inc
0,2023-02-25T10:50:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
1,2023-02-25T11:00:00+00:00,Starbucks Corporation Common Stock
