LLM_score,date,company
0,2022-10-31T12:59:12+00:00,Fortinet Inc
0,2022-10-31T12:59:13+00:00,Equinix Inc
0,2022-10-31T12:59:13+00:00,SBA Communications Corporation Class A Common Stock
0,2022-10-31T13:00:00+00:00,2U Inc
1,2022-10-31T13:00:00+00:00,ANSYS Inc
0,2022-10-31T13:00:00+00:00,Cohu Inc
0,2022-10-31T13:00:00+00:00,Interactive Brokers Group Inc
1,2022-10-31T13:00:00+00:00,Jack Henry & Associates Inc
1,2022-10-31T13:00:00+00:00,Lam Research Corporation Common Stock
0,2022-10-31T13:00:00+00:00,Meridian Corporation Common Stock
1,2022-10-31T13:00:00+00:00,Pegasystems Inc
1,2022-10-31T13:00:00+00:00,Rambus Inc
1,2022-10-31T13:00:00+00:00,Sinclair Inc
0,2022-10-31T13:00:00+00:00,Warner Music Group Corp
0,2022-10-31T13:00:00+00:00,eHealth Inc
0,2022-10-31T13:00:01+00:00,First Solar Inc
0,2022-10-31T13:00:01+00:00,Gilead Sciences Inc
1,2022-10-31T13:00:17+00:00,Gilead Sciences Inc
0,2022-10-31T13:00:20+00:00,Vertex Pharmaceuticals Incorporated Common Stock
1,2022-10-31T13:00:31+00:00,Comcast Corporation Class A Common Stock
0,2022-10-31T13:00:56+00:00,Airbnb Inc
1,2022-10-31T13:04:00+00:00,Limoneira Co Common Stock
0,2022-10-31T13:04:22+00:00,Otter Tail Corporation Common Stock
1,2022-10-31T13:05:00+00:00,Sabre Corporation 6
1,2022-10-31T13:05:00+00:00,Sabre Corporation Common Stock
1,2022-10-31T13:05:00+00:00,Upland Software Inc
0,2022-10-31T13:09:57+00:00,Patterson Companies Inc
0,2022-10-31T13:09:57+00:00,Premier Inc
0,2022-10-31T13:09:57+00:00,Starbucks Corporation Common Stock
0,2022-10-31T13:09:57+00:00,Walgreens Boots Alliance Inc
0,2022-10-31T13:10:01+00:00,Alliance Resource Partners L
0,2022-10-31T13:11:24+00:00,Viavi Solutions Inc
1,2022-10-31T13:15:00+00:00,Blink Charging Co
1,2022-10-31T13:15:00+00:00,Northern Trust Corporation Common Stock
0,2022-10-31T13:15:00+00:00,Northern Trust Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock
0,2022-10-31T13:15:01+00:00,Bel Fuse Inc
1,2022-10-31T13:19:00+00:00,Verisk Analytics Inc
0,2022-10-31T13:20:00+00:00,eBay Inc
-1,2022-10-31T13:20:51+00:00,Hasbro Inc
-1,2022-10-31T13:20:51+00:00,Mattel Inc
1,2022-10-31T13:25:01+00:00,ON Semiconductor Corporation Common Stock
0,2022-10-31T13:25:59+00:00,Align Technology Inc
0,2022-10-31T13:25:59+00:00,Newell Brands Inc
0,2022-10-31T13:25:59+00:00,ON Semiconductor Corporation Common Stock
0,2022-10-31T13:25:59+00:00,Wynn Resorts Limited Common stock
0,2022-10-31T13:26:17+00:00,DocuSign Inc
0,2022-10-31T13:26:17+00:00,Liberty Broadband Corporation Class A Common Stock
0,2022-10-31T13:26:17+00:00,Liberty Broadband Corporation Class C Common Stock
0,2022-10-31T13:26:17+00:00,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock
