LLM_score,date,company
0,2022-07-25T15:26:00+00:00,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K
0,2022-07-25T15:30:00+00:00,i3 Verticals Inc
-1,2022-07-25T15:30:36+00:00,T-Mobile US Inc
1,2022-07-25T15:31:31+00:00,SIGA Technologies Inc
0,2022-07-25T15:31:51+00:00,Xerox Holdings Corporation Common Stock
1,2022-07-25T15:34:28+00:00,Covenant Logistics Group Inc
1,2022-07-25T15:36:00+00:00,PENN Entertainment Inc
0,2022-07-25T15:39:23+00:00,Lincoln Educational Services Corporation Common Stock
0,2022-07-25T15:40:03+00:00,Align Technology Inc
0,2022-07-25T15:40:03+00:00,Biogen Inc
0,2022-07-25T15:40:03+00:00,Illumina Inc
0,2022-07-25T15:40:19+00:00,Texas Instruments Incorporated Common Stock
0,2022-07-25T15:42:03+00:00,Comcast Corporation Class A Common Stock
0,2022-07-25T15:45:00+00:00,Spero Therapeutics Inc
1,2022-07-25T15:45:03+00:00,First Bancshares Inc
1,2022-07-25T15:45:03+00:00,S&T Bancorp Inc
0,2022-07-25T15:45:09+00:00,Illumina Inc
0,2022-07-25T15:45:41+00:00,Blink Charging Co
0,2022-07-25T15:45:41+00:00,EVgo Inc
1,2022-07-25T15:48:00+00:00,Chicken Soup for the Soul Entertainment Inc
1,2022-07-25T15:48:00+00:00,Chicken Soup for the Soul Entertainment Inc
0,2022-07-25T15:49:22+00:00,Celsius Holdings Inc
0,2022-07-25T15:51:03+00:00,Pilgrim's Pride Corporation Common Stock
0,2022-07-25T15:53:03+00:00,Crocs Inc
0,2022-07-25T15:55:03+00:00,O'Reilly Automotive Inc
1,2022-07-25T15:57:00+00:00,Insight Enterprises Inc
0,2022-07-25T15:57:00+00:00,Vaxxinity Inc
0,2022-07-25T15:58:12+00:00,Coinbase Global Inc
0,2022-07-25T15:58:12+00:00,Robinhood Markets Inc
1,2022-07-25T16:00:04+00:00,Acadia Healthcare Company Inc
1,2022-07-25T16:00:04+00:00,Biogen Inc
0,2022-07-25T16:00:04+00:00,Cross Country Healthcare Inc
1,2022-07-25T16:00:04+00:00,Fulton Financial Corporation Common Stock
1,2022-07-25T16:00:04+00:00,Inter Parfums Inc
1,2022-07-25T16:00:04+00:00,J
0,2022-07-25T16:00:04+00:00,Kelly Services Inc
1,2022-07-25T16:00:04+00:00,Plains All American Pipeline L
1,2022-07-25T16:00:04+00:00,S&T Bancorp Inc
0,2022-07-25T16:00:08+00:00,Cadence Design Systems Inc
-1,2022-07-25T16:00:15+00:00,Blink Charging Co
-1,2022-07-25T16:00:15+00:00,Lucid Group Inc
1,2022-07-25T16:03:04+00:00,Gilead Sciences Inc
-1,2022-07-25T16:03:39+00:00,Alnylam Pharmaceuticals Inc
1,2022-07-25T16:04:20+00:00,Marinus Pharmaceuticals Inc
1,2022-07-25T16:04:56+00:00,APA Corporation Common Stock
1,2022-07-25T16:04:56+00:00,Coinbase Global Inc
1,2022-07-25T16:04:56+00:00,Diamondback Energy Inc
1,2022-07-25T16:04:56+00:00,MicroStrategy Incorporated Common Stock Class A
1,2022-07-25T16:04:56+00:00,Riot Platforms Inc
0,2022-07-25T16:05:04+00:00,Columbia Sportswear Company Common Stock
0,2022-07-25T16:07:04+00:00,PTC Inc
1,2022-07-25T16:07:15+00:00,2U Inc
0,2022-07-25T16:09:50+00:00,B
0,2022-07-25T16:09:50+00:00,Phillips Edison & Company Inc
0,2022-07-25T16:10:04+00:00,Celsius Holdings Inc
0,2022-07-25T16:10:04+00:00,The Kraft Heinz Company Common Stock
0,2022-07-25T16:11:04+00:00,Exact Sciences Corporation Common Stock
1,2022-07-25T16:16:46+00:00,Kratos Defense & Security Solutions Inc
0,2022-07-25T16:17:00+00:00,Comcast Corporation Class A Common Stock
1,2022-07-25T16:18:55+00:00,Cisco Systems Inc
1,2022-07-25T16:18:55+00:00,CrowdStrike Holdings Inc
1,2022-07-25T16:18:55+00:00,Fortinet Inc
1,2022-07-25T16:18:55+00:00,Okta Inc
1,2022-07-25T16:18:55+00:00,Palo Alto Networks Inc
1,2022-07-25T16:18:55+00:00,Zscaler Inc
1,2022-07-25T16:20:04+00:00,Fulton Financial Corporation Common Stock
0,2022-07-25T16:25:04+00:00,Precision BioSciences Inc
-1,2022-07-25T16:25:56+00:00,Regeneron Pharmaceuticals Inc
0,2022-07-25T16:27:00+00:00,Sinclair Inc
0,2022-07-25T16:29:00+00:00,Equinix Inc
-1,2022-07-25T16:33:48+00:00,Host Hotels & Resorts Inc
-1,2022-07-25T16:33:48+00:00,Service Properties Trust Common Stock
1,2022-07-25T16:39:26+00:00,Vertex Pharmaceuticals Incorporated Common Stock
