LLM_score,date,company
-1,2022-08-02T14:00:02+00:00,Apellis Pharmaceuticals Inc
-1,2022-08-02T14:00:02+00:00,Array Technologies Inc
0,2022-08-02T14:00:02+00:00,Aspen Technology Inc
1,2022-08-02T14:00:02+00:00,BRP Group Inc
1,2022-08-02T14:00:02+00:00,Castle Biosciences Inc
0,2022-08-02T14:00:02+00:00,Century Aluminum Company Common Stock
-1,2022-08-02T14:00:02+00:00,Enanta Pharmaceuticals Inc
1,2022-08-02T14:00:02+00:00,Grocery Outlet Holding Corp
1,2022-08-02T14:00:02+00:00,IDEAYA Biosciences Inc
-1,2022-08-02T14:00:02+00:00,Inovio Pharmaceuticals Inc
-1,2022-08-02T14:00:02+00:00,Ionis Pharmaceuticals Inc
0,2022-08-02T14:00:02+00:00,Kratos Defense & Security Solutions Inc
0,2022-08-02T14:00:02+00:00,Lyft Inc
-1,2022-08-02T14:00:02+00:00,Maravai LifeSciences Holdings Inc
0,2022-08-02T14:00:02+00:00,OptimizeRx Corporation Common Stock
0,2022-08-02T14:00:02+00:00,RumbleOn Inc
1,2022-08-02T14:00:02+00:00,Shoals Technologies Group Inc
-1,2022-08-02T14:00:32+00:00,eBay Inc
-1,2022-08-02T14:01:02+00:00,Akamai Technologies Inc
-1,2022-08-02T14:01:02+00:00,Exelixis Inc
1,2022-08-02T14:01:02+00:00,Focus Financial Partners Inc
-1,2022-08-02T14:01:02+00:00,Funko Inc
1,2022-08-02T14:01:02+00:00,Inter Parfums Inc
-1,2022-08-02T14:01:02+00:00,Kymera Therapeutics Inc
-1,2022-08-02T14:01:02+00:00,Mirum Pharmaceuticals Inc
1,2022-08-02T14:01:02+00:00,NeoGenomics Inc
-1,2022-08-02T14:01:02+00:00,PENN Entertainment Inc
-1,2022-08-02T14:01:02+00:00,Pliant Therapeutics Inc
0,2022-08-02T14:01:02+00:00,Plug Power Inc
-1,2022-08-02T14:01:02+00:00,Principal Financial Group Inc Common Stock
-1,2022-08-02T14:01:02+00:00,Red Rock Resorts Inc
1,2022-08-02T14:01:02+00:00,Reynolds Consumer Products Inc
-1,2022-08-02T14:01:02+00:00,SciPlay Corporation Class A Common Stock
1,2022-08-02T14:01:02+00:00,Super Micro Computer Inc
-1,2022-08-02T14:01:02+00:00,The RealReal Inc
0,2022-08-02T14:01:02+00:00,Vital Farms Inc
1,2022-08-02T14:01:02+00:00,Warner Music Group Corp
-1,2022-08-02T14:01:02+00:00,Zillow Group Inc
-1,2022-08-02T14:01:02+00:00,Zillow Group Inc
1,2022-08-02T14:03:07+00:00,Lyft Inc
0,2022-08-02T14:04:42+00:00,QUALCOMM Incorporated Common Stock
0,2022-08-02T14:07:02+00:00,Adaptive Biotechnologies Corporation Common Stock
1,2022-08-02T14:10:06+00:00,Sabre Corporation Common Stock
-1,2022-08-02T14:10:25+00:00,Kopin Corporation Common Stock
-1,2022-08-02T14:11:22+00:00,Avis Budget Group Inc
-1,2022-08-02T14:11:22+00:00,Hertz Global Holdings Inc Common Stock
-1,2022-08-02T14:11:22+00:00,Lyft Inc
0,2022-08-02T14:12:00+00:00,The RealReal Inc
0,2022-08-02T14:14:00+00:00,DexCom Inc
0,2022-08-02T14:14:00+00:00,Intuitive Surgical Inc
1,2022-08-02T14:14:02+00:00,EverQuote Inc
-1,2022-08-02T14:14:51+00:00,JetBlue Airways Corporation Common Stock
1,2022-08-02T14:15:00+00:00,Ionis Pharmaceuticals Inc
0,2022-08-02T14:15:08+00:00,Cadence Design Systems Inc
-1,2022-08-02T14:17:02+00:00,InterDigital Inc
-1,2022-08-02T14:17:02+00:00,Woodward Inc
-1,2022-08-02T14:19:00+00:00,Marriott International Class A Common Stock
1,2022-08-02T14:25:02+00:00,IDEXX Laboratories Inc
1,2022-08-02T14:25:06+00:00,SunPower Corporation Common Stock
1,2022-08-02T14:27:17+00:00,Marriott International Class A Common Stock
0,2022-08-02T14:30:00+00:00,L
0,2022-08-02T14:30:00+00:00,Zions Bancorporation N
0,2022-08-02T14:30:00+00:00,Zions Bancorporation N
0,2022-08-02T14:30:00+00:00,Zions Bancorporation N
0,2022-08-02T14:30:02+00:00,Booking Holdings Inc
1,2022-08-02T14:31:02+00:00,Activision Blizzard Inc
0,2022-08-02T14:39:02+00:00,Nikola Corporation Common Stock
-1,2022-08-02T14:39:02+00:00,Rivian Automotive Inc
0,2022-08-02T14:42:00+00:00,Wendy's Company (The) Common Stock
0,2022-08-02T14:45:00+00:00,Nikola Corporation Common Stock
1,2022-08-02T14:45:00+00:00,Semtech Corporation Common Stock
1,2022-08-02T14:45:02+00:00,Green Plains Inc
1,2022-08-02T14:45:02+00:00,Green Plains Partners LP Common Units
0,2022-08-02T14:45:07+00:00,Fifth Third Bancorp Common Stock
0,2022-08-02T14:45:07+00:00,Fifth Third Bancorp Depositary Shares
0,2022-08-02T14:45:07+00:00,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6
0,2022-08-02T14:45:07+00:00,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K
-1,2022-08-02T14:52:39+00:00,Stitch Fix Inc
0,2022-08-02T14:53:00+00:00,Roku Inc
-1,2022-08-02T14:53:06+00:00,Comcast Corporation Class A Common Stock
0,2022-08-02T14:57:12+00:00,TTEC Holdings Inc
0,2022-08-02T14:59:02+00:00,Sprouts Farmers Market Inc
1,2022-08-02T15:00:00+00:00,Alignment Healthcare Inc
1,2022-08-02T15:00:00+00:00,CME Group Inc
0,2022-08-02T15:00:00+00:00,SMART Global Holdings Inc
0,2022-08-02T15:00:00+00:00,Shore Bancshares Inc Common Stock
0,2022-08-02T15:02:42+00:00,Roku Inc
1,2022-08-02T15:03:03+00:00,CrowdStrike Holdings Inc
1,2022-08-02T15:03:39+00:00,Plug Power Inc
0,2022-08-02T15:03:45+00:00,DermTech Inc
0,2022-08-02T15:04:00+00:00,Marriott International Class A Common Stock
0,2022-08-02T15:06:03+00:00,Palo Alto Networks Inc
1,2022-08-02T15:14:00+00:00,Caesars Entertainment Inc
0,2022-08-02T15:17:46+00:00,Absci Corporation Common Stock
0,2022-08-02T15:17:46+00:00,CymaBay Therapeutics Inc
0,2022-08-02T15:26:17+00:00,Etsy Inc
1,2022-08-02T15:27:15+00:00,T-Mobile US Inc
0,2022-08-02T15:30:00+00:00,CorVel Corp
0,2022-08-02T15:30:03+00:00,Lam Research Corporation Common Stock
1,2022-08-02T15:32:06+00:00,American Airlines Group Inc
1,2022-08-02T15:32:06+00:00,JetBlue Airways Corporation Common Stock
1,2022-08-02T15:32:06+00:00,Marriott International Class A Common Stock
1,2022-08-02T15:35:04+00:00,Lyft Inc
-1,2022-08-02T15:37:44+00:00,Great Lakes Dredge & Dock Corporation Common Stock
-1,2022-08-02T15:39:00+00:00,Evolus Inc
0,2022-08-02T15:40:03+00:00,Exelon Corporation Common Stock
0,2022-08-02T15:40:03+00:00,HealthEquity Inc
0,2022-08-02T15:41:03+00:00,Capital City Bank Group Common Stock
0,2022-08-02T15:41:03+00:00,Pilgrim's Pride Corporation Common Stock
0,2022-08-02T15:42:25+00:00,LendingTree Inc
0,2022-08-02T15:42:25+00:00,SoFi Technologies Inc
0,2022-08-02T15:42:54+00:00,Coinbase Global Inc
-1,2022-08-02T15:45:00+00:00,Inotiv Inc
0,2022-08-02T15:45:03+00:00,Peoples Financial Services Corp
1,2022-08-02T15:45:03+00:00,Summit Financial Group Inc
1,2022-08-02T15:47:03+00:00,Incyte Corp
1,2022-08-02T15:49:03+00:00,CSX Corporation Common Stock
1,2022-08-02T15:54:40+00:00,Incyte Corp
1,2022-08-02T15:55:03+00:00,Alliant Energy Corporation Common Stock
0,2022-08-02T15:55:22+00:00,Kymera Therapeutics Inc
-1,2022-08-02T15:56:15+00:00,Entegris Inc
1,2022-08-02T15:57:00+00:00,Lyft Inc
1,2022-08-02T16:00:00+00:00,Rimini Street Inc
0,2022-08-02T16:00:00+00:00,T-Mobile US Inc
0,2022-08-02T16:00:00+00:00,Viper Energy Partners LP Common Unit
1,2022-08-02T16:00:04+00:00,PACCAR Inc
-1,2022-08-02T16:02:35+00:00,Zebra Technologies Corporation Class A Common Stock
0,2022-08-02T16:03:04+00:00,Western Digital Corporation Common Stock
0,2022-08-02T16:04:00+00:00,Exelon Corporation Common Stock
1,2022-08-02T16:06:04+00:00,Marriott International Class A Common Stock
-1,2022-08-02T16:06:04+00:00,Zebra Technologies Corporation Class A Common Stock
-1,2022-08-02T16:07:02+00:00,Kodiak Sciences Inc Common Stock
0,2022-08-02T16:07:04+00:00,Diodes Incorporated Common Stock
1,2022-08-02T16:07:13+00:00,Roku Inc
1,2022-08-02T16:10:00+00:00,Xcel Energy Inc
1,2022-08-02T16:10:04+00:00,Hostess Brands Inc
0,2022-08-02T16:10:04+00:00,InterDigital Inc
1,2022-08-02T16:10:04+00:00,Patterson Companies Inc
0,2022-08-02T16:10:04+00:00,Werner Enterprises Inc
-1,2022-08-02T16:11:12+00:00,JetBlue Airways Corporation Common Stock
1,2022-08-02T16:14:04+00:00,Henry Schein Inc
-1,2022-08-02T16:17:53+00:00,DexCom Inc
-1,2022-08-02T16:17:53+00:00,Intuitive Surgical Inc
1,2022-08-02T16:20:04+00:00,Franklin Electric Co
1,2022-08-02T16:20:04+00:00,Peoples Bancorp Inc
1,2022-08-02T16:21:04+00:00,IPG Photonics Corporation Common Stock
0,2022-08-02T16:24:00+00:00,Apyx Medical Corporation Common Stock
-1,2022-08-02T16:24:00+00:00,Paramount Global Class A Common Stock
-1,2022-08-02T16:24:00+00:00,Paramount Global Class B Common Stock
1,2022-08-02T16:27:41+00:00,ZoomInfo Technologies Inc Common Stock
-1,2022-08-02T16:31:02+00:00,IPG Photonics Corporation Common Stock
1,2022-08-02T16:33:39+00:00,Varonis Systems Inc
1,2022-08-02T16:42:00+00:00,Marriott International Class A Common Stock
