LLM_score,date,company
1,2022-07-13T15:11:44+00:00,Stitch Fix Inc
1,2022-07-13T15:15:00+00:00,Exact Sciences Corporation Common Stock
1,2022-07-13T15:15:00+00:00,Guardant Health Inc
1,2022-07-13T15:15:07+00:00,Veru Inc
0,2022-07-13T15:20:00+00:00,Booking Holdings Inc
0,2022-07-13T15:24:00+00:00,Winmark Corporation Common Stock
1,2022-07-13T15:25:00+00:00,Winmark Corporation Common Stock
0,2022-07-13T15:26:27+00:00,Activision Blizzard Inc
0,2022-07-13T15:26:27+00:00,Entegris Inc
0,2022-07-13T15:35:00+00:00,JetBlue Airways Corporation Common Stock
0,2022-07-13T15:37:00+00:00,Cerus Corporation Common Stock
0,2022-07-13T15:40:03+00:00,C
0,2022-07-13T15:40:03+00:00,T
0,2022-07-13T15:43:00+00:00,E
0,2022-07-13T15:45:00+00:00,Fortinet Inc
-1,2022-07-13T15:45:00+00:00,Inotiv Inc
0,2022-07-13T15:45:00+00:00,Marvell Technology Inc
0,2022-07-13T15:45:03+00:00,Cathay General Bancorp Common Stock
0,2022-07-13T15:45:03+00:00,First Guaranty Bancshares Inc
1,2022-07-13T15:45:03+00:00,Synchronoss Technologies Inc
1,2022-07-13T15:45:09+00:00,Constellation Energy Corporation Common Stock 
-1,2022-07-13T15:52:03+00:00,Broadcom Inc
0,2022-07-13T15:54:07+00:00,Nikola Corporation Common Stock
0,2022-07-13T15:57:03+00:00,Royal Gold Inc
0,2022-07-13T16:00:00+00:00,Rush Enterprises Inc
0,2022-07-13T16:00:00+00:00,Rush Enterprises Inc
1,2022-07-13T16:00:04+00:00,Atea Pharmaceuticals Inc
1,2022-07-13T16:00:04+00:00,Syros Pharmaceuticals Inc
1,2022-07-13T16:00:04+00:00,United Therapeutics Corporation Common Stock
0,2022-07-13T16:00:36+00:00,Faraday Future Intelligent Electric Inc
0,2022-07-13T16:00:36+00:00,Lucid Group Inc
0,2022-07-13T16:00:36+00:00,Nikola Corporation Common Stock
0,2022-07-13T16:03:04+00:00,CRA International Inc
0,2022-07-13T16:04:49+00:00,Wendy's Company (The) Common Stock
0,2022-07-13T16:10:00+00:00,Marvell Technology Inc
0,2022-07-13T16:10:51+00:00,Lyft Inc
0,2022-07-13T16:11:04+00:00,Caesars Entertainment Inc
0,2022-07-13T16:11:04+00:00,Cincinnati Financial Corporation Common Stock
0,2022-07-13T16:11:04+00:00,G-III Apparel Group LTD
1,2022-07-13T16:15:04+00:00,Rhythm Pharmaceuticals Inc
-1,2022-07-13T16:15:46+00:00,Okta Inc
0,2022-07-13T16:18:04+00:00,Patterson Companies Inc
-1,2022-07-13T16:20:38+00:00,Stitch Fix Inc
1,2022-07-13T16:25:18+00:00,Ocugen Inc
0,2022-07-13T16:35:07+00:00,Honeywell International Inc
0,2022-07-13T16:40:00+00:00,Hasbro Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
0,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
1,2022-07-13T16:41:00+00:00,Synchronoss Technologies Inc
1,2022-07-13T16:45:04+00:00,Constellation Energy Corporation Common Stock 
1,2022-07-13T16:45:04+00:00,Medpace Holdings Inc
1,2022-07-13T16:45:04+00:00,The Chefs' Warehouse Inc
-1,2022-07-13T16:54:00+00:00,MicroStrategy Incorporated Common Stock Class A
-1,2022-07-13T17:03:10+00:00,Rivian Automotive Inc
-1,2022-07-13T17:03:12+00:00,Peloton Interactive Inc
-1,2022-07-13T17:03:55+00:00,JetBlue Airways Corporation Common Stock
-1,2022-07-13T17:08:13+00:00,Rivian Automotive Inc
-1,2022-07-13T17:24:00+00:00,Novavax Inc
-1,2022-07-13T17:24:00+00:00,Principal Financial Group Inc Common Stock
1,2022-07-13T17:30:48+00:00,MongoDB Inc
1,2022-07-13T17:31:00+00:00,Redfin Corporation Common Stock
1,2022-07-13T17:31:00+00:00,Zillow Group Inc
1,2022-07-13T17:31:00+00:00,Zillow Group Inc
-1,2022-07-13T17:39:54+00:00,Atara Biotherapeutics Inc
1,2022-07-13T17:41:51+00:00,Amgen Inc
1,2022-07-13T17:41:51+00:00,Mirati Therapeutics Inc
-1,2022-07-13T17:43:18+00:00,Peloton Interactive Inc
0,2022-07-13T17:58:31+00:00,Ocular Therapeutix Inc
1,2022-07-13T17:58:54+00:00,Fastenal Company Common Stock
0,2022-07-13T18:00:00+00:00,Gaming and Leisure Properties Inc
1,2022-07-13T18:02:22+00:00,Enphase Energy Inc
0,2022-07-13T18:06:00+00:00,Zoom Video Communications Inc
0,2022-07-13T18:10:00+00:00,Adobe Inc
0,2022-07-13T18:18:00+00:00,Insight Enterprises Inc
0,2022-07-13T18:24:06+00:00,Liquidity Services Inc
0,2022-07-13T18:27:39+00:00,Verisk Analytics Inc
-1,2022-07-13T18:29:00+00:00,Caesars Entertainment Inc
-1,2022-07-13T18:29:00+00:00,Hasbro Inc
1,2022-07-13T18:30:20+00:00,Pliant Therapeutics Inc
1,2022-07-13T18:30:23+00:00,Option Care Health Inc
-1,2022-07-13T18:31:31+00:00,Affirm Holdings Inc
-1,2022-07-13T18:31:31+00:00,SoFi Technologies Inc
-1,2022-07-13T18:31:31+00:00,Upstart Holdings Inc
0,2022-07-13T18:33:29+00:00,Beyond Meat Inc
0,2022-07-13T18:51:00+00:00,Saia Inc
-1,2022-07-13T18:51:15+00:00,AngioDynamics Inc
1,2022-07-13T18:52:00+00:00,Apellis Pharmaceuticals Inc
0,2022-07-13T18:55:06+00:00,Vertex Pharmaceuticals Incorporated Common Stock
1,2022-07-13T18:56:29+00:00,Comcast Corporation Class A Common Stock
0,2022-07-13T18:58:58+00:00,Comcast Corporation Class A Common Stock
0,2022-07-13T19:00:00+00:00,Opendoor Technologies Inc Common Stock
1,2022-07-13T19:01:54+00:00,The Trade Desk Inc
1,2022-07-13T19:05:00+00:00,Shenandoah Telecommunications Co Common Stock
0,2022-07-13T19:05:59+00:00,Kura Oncology Inc
-1,2022-07-13T19:06:30+00:00,Republic First Bancorp Inc
0,2022-07-13T19:27:00+00:00,Comcast Corporation Class A Common Stock
1,2022-07-13T19:37:15+00:00,Frontier Group Holdings Inc
0,2022-07-13T19:40:24+00:00,MKS Instruments Inc
0,2022-07-13T20:00:00+00:00,AdaptHealth Corp
0,2022-07-13T20:00:00+00:00,MYR Group Inc
0,2022-07-13T20:00:00+00:00,Sovos Brands Inc
1,2022-07-13T20:01:00+00:00,CSX Corporation Common Stock
0,2022-07-13T20:01:00+00:00,Ribbon Communications Inc
0,2022-07-13T20:01:00+00:00,Sleep Number Corporation Common Stock
0,2022-07-13T20:01:00+00:00,SurgePays Inc
0,2022-07-13T20:01:00+00:00,TPI Composites Inc
0,2022-07-13T20:01:00+00:00,Workday Inc
0,2022-07-13T20:02:23+00:00,Intuit Inc
0,2022-07-13T20:02:23+00:00,Intuitive Surgical Inc
0,2022-07-13T20:05:00+00:00,Azenta Inc
0,2022-07-13T20:05:00+00:00,Columbia Sportswear Company Common Stock
0,2022-07-13T20:05:00+00:00,Cricut Inc
0,2022-07-13T20:05:00+00:00,CytomX Therapeutics Inc
0,2022-07-13T20:05:00+00:00,Digi International Inc
0,2022-07-13T20:05:00+00:00,Etsy Inc
1,2022-07-13T20:05:00+00:00,Frequency Electronics Inc
0,2022-07-13T20:05:00+00:00,Funko Inc
0,2022-07-13T20:05:00+00:00,Guardant Health Inc
1,2022-07-13T20:05:00+00:00,HashiCorp Inc
0,2022-07-13T20:05:00+00:00,JFrog Ltd
0,2022-07-13T20:05:00+00:00,NVE Corporation Common Stock
1,2022-07-13T20:05:00+00:00,Nikola Corporation Common Stock
0,2022-07-13T20:05:00+00:00,Noodles & Company Class A Common Stock
0,2022-07-13T20:05:00+00:00,Noodles & Company Class A Common Stock
0,2022-07-13T20:05:00+00:00,Pegasystems Inc
0,2022-07-13T20:05:00+00:00,Quantum Corporation Common Stock
1,2022-07-13T20:05:00+00:00,Royalty Pharma plc Class A Ordinary Shares 
0,2022-07-13T20:05:00+00:00,TTM Technologies Inc
0,2022-07-13T20:07:00+00:00,Frequency Electronics Inc
0,2022-07-13T20:07:00+00:00,SPS Commerce Inc
0,2022-07-13T20:07:51+00:00,Analog Devices Inc
0,2022-07-13T20:10:00+00:00,Angi Inc
0,2022-07-13T20:10:00+00:00,Angi Inc
0,2022-07-13T20:10:00+00:00,Blackbaud Inc
0,2022-07-13T20:10:00+00:00,HBT Financial Inc
0,2022-07-13T20:10:00+00:00,IAC Inc
0,2022-07-13T20:10:00+00:00,IAC Inc
0,2022-07-13T20:11:00+00:00,Match Group Inc
1,2022-07-13T20:11:42+00:00,SIGA Technologies Inc
1,2022-07-13T20:12:00+00:00,Walgreens Boots Alliance Inc
0,2022-07-13T20:15:00+00:00,FTAI Aviation Ltd
