LLM_score,date,company
0,2022-07-19T16:58:30+00:00,Activision Blizzard Inc
1,2022-07-19T17:08:45+00:00,Frontier Group Holdings Inc
1,2022-07-19T17:08:45+00:00,JetBlue Airways Corporation Common Stock
1,2022-07-19T17:09:19+00:00,Apellis Pharmaceuticals Inc
0,2022-07-19T17:18:00+00:00,Rackspace Technology Inc
1,2022-07-19T17:21:57+00:00,Incyte Corp
-1,2022-07-19T17:25:00+00:00,Comcast Corporation Class A Common Stock
0,2022-07-19T17:25:11+00:00,BJ's Restaurants Inc
0,2022-07-19T17:25:11+00:00,Cheesecake Factory Incorporated (The) Common Stock
0,2022-07-19T17:25:11+00:00,Texas Roadhouse Inc
0,2022-07-19T17:25:11+00:00,Wingstop Inc
-1,2022-07-19T17:33:00+00:00,FibroGen Inc Common Stock
1,2022-07-19T17:37:00+00:00,American Electric Power Company Inc
1,2022-07-19T17:39:00+00:00,Marten Transport Ltd
-1,2022-07-19T17:51:00+00:00,10x Genomics Inc
-1,2022-07-19T17:51:00+00:00,Illumina Inc
-1,2022-07-19T17:51:00+00:00,Twist Bioscience Corporation Common Stock
1,2022-07-19T18:03:22+00:00,Apellis Pharmaceuticals Inc
1,2022-07-19T18:04:32+00:00,Papa John's International Inc
1,2022-07-19T18:23:00+00:00,Hasbro Inc
0,2022-07-19T18:30:03+00:00,Baker Hughes Company Class A Common Stock
0,2022-07-19T18:30:03+00:00,Biogen Inc
0,2022-07-19T18:33:00+00:00,Andersons Inc
1,2022-07-19T18:36:06+00:00,BayCom Corp Common Stock
1,2022-07-19T18:37:00+00:00,Old Dominion Freight Line Inc
0,2022-07-19T18:47:30+00:00,Analog Devices Inc
0,2022-07-19T18:47:30+00:00,Broadcom Inc
0,2022-07-19T18:47:30+00:00,Texas Instruments Incorporated Common Stock
1,2022-07-19T18:50:00+00:00,Gentex Corporation Common Stock
1,2022-07-19T18:51:18+00:00,Novavax Inc
1,2022-07-19T18:56:46+00:00,Novavax Inc
1,2022-07-19T19:00:00+00:00,Gentherm Inc Common Stock
0,2022-07-19T19:01:42+00:00,Codexis Inc
-1,2022-07-19T19:14:45+00:00,Inovio Pharmaceuticals Inc
0,2022-07-19T19:16:00+00:00,Gossamer Bio Inc
0,2022-07-19T19:16:00+00:00,Lightwave Logic Inc
0,2022-07-19T19:16:00+00:00,Verve Therapeutics Inc
0,2022-07-19T19:17:00+00:00,Hasbro Inc
1,2022-07-19T19:18:04+00:00,Hasbro Inc
1,2022-07-19T19:18:04+00:00,Interactive Brokers Group Inc
0,2022-07-19T19:18:07+00:00,Tractor Supply Company Common Stock
0,2022-07-19T19:19:09+00:00,ZoomInfo Technologies Inc Common Stock
1,2022-07-19T19:19:51+00:00,Novavax Inc
1,2022-07-19T19:20:00+00:00,Hasbro Inc
-1,2022-07-19T19:21:38+00:00,Pinnacle Financial Partners Inc
-1,2022-07-19T19:21:38+00:00,Pinnacle Financial Partners Inc
1,2022-07-19T19:23:00+00:00,Novavax Inc
1,2022-07-19T19:27:45+00:00,Novavax Inc
1,2022-07-19T19:28:57+00:00,Allegro MicroSystems Inc
