LLM_score,date,company
-1,2023-02-24T01:27:00+00:00,Autodesk Inc
0,2023-02-24T01:30:00+00:00,Lumentum Holdings Inc
0,2023-02-24T01:34:01+00:00,Monster Beverage Corporation
1,2023-02-24T01:40:01+00:00,Fidus Investment Corporation Common Stock
0,2023-02-24T02:00:30+00:00,Autodesk Inc
0,2023-02-24T02:16:00+00:00,Credit Acceptance Corporation Common Stock
1,2023-02-24T02:25:00+00:00,Tactile Systems Technology Inc
0,2023-02-24T02:34:00+00:00,Tile Shop Holdings Inc
-1,2023-02-24T02:42:02+00:00,Lyft Inc
0,2023-02-24T03:00:25+00:00,Booking Holdings Inc
1,2023-02-24T03:49:00+00:00,Exelon Corporation Common Stock
0,2023-02-24T04:03:42+00:00,Medallion Financial Corp
0,2023-02-24T05:00:31+00:00,Meta Platforms Inc
0,2023-02-24T05:00:31+00:00,Meta Platforms Inc
0,2023-02-24T05:53:00+00:00,MYR Group Inc
0,2023-02-24T06:00:32+00:00,Infinera Corporation Common Stock
0,2023-02-24T06:00:36+00:00,Beyond Meat Inc
0,2023-02-24T06:00:43+00:00,OPKO Health Inc
0,2023-02-24T06:22:59+00:00,New York Mortgage Trust Inc
0,2023-02-24T06:22:59+00:00,New York Mortgage Trust Inc
0,2023-02-24T06:29:17+00:00,TrueCar Inc
0,2023-02-24T06:30:37+00:00,MannKind Corporation Common Stock
0,2023-02-24T07:06:26+00:00,Netflix Inc
-1,2023-02-24T07:16:27+00:00,Beyond Meat Inc
0,2023-02-24T07:20:50+00:00,Kaiser Aluminum Corporation Common Stock
0,2023-02-24T07:23:05+00:00,ATN International Inc
0,2023-02-24T07:25:07+00:00,LGI Homes Inc
0,2023-02-24T07:28:22+00:00,Beyond Meat Inc
0,2023-02-24T07:28:22+00:00,Booking Holdings Inc
0,2023-02-24T07:28:22+00:00,Intuit Inc
0,2023-02-24T07:30:00+00:00,Activision Blizzard Inc
0,2023-02-24T07:33:34+00:00,TriMas Corporation Common Stock
0,2023-02-24T07:41:39+00:00,Computer Task Group Inc
0,2023-02-24T07:52:02+00:00,MGP Ingredients Inc
0,2023-02-24T07:53:05+00:00,Kymera Therapeutics Inc
0,2023-02-24T07:56:07+00:00,Autodesk Inc
0,2023-02-24T08:04:08+00:00,Booking Holdings Inc
0,2023-02-24T08:05:08+00:00,York Water Company (The) Common Stock
0,2023-02-24T08:08:24+00:00,Adobe Inc
0,2023-02-24T08:08:24+00:00,Beyond Meat Inc
0,2023-02-24T08:08:24+00:00,Booking Holdings Inc
0,2023-02-24T08:08:24+00:00,Warner Bros
0,2023-02-24T08:13:08+00:00,Hologic Inc
0,2023-02-24T08:13:08+00:00,IDEXX Laboratories Inc
0,2023-02-24T08:17:03+00:00,Stericycle Inc
0,2023-02-24T08:21:08+00:00,Ares Capital Corporation Common Stock
0,2023-02-24T08:38:05+00:00,Churchill Downs Incorporated Common Stock
0,2023-02-24T08:49:08+00:00,CSX Corporation Common Stock
1,2023-02-24T09:00:00+00:00,Information Services Group Inc
0,2023-02-24T09:07:09+00:00,East West Bancorp Inc
0,2023-02-24T09:07:09+00:00,Selective Insurance Group Inc
0,2023-02-24T09:07:53+00:00,DISH Network Corporation Class A Common Stock
0,2023-02-24T09:57:09+00:00,LCNB Corporation Common Stock
0,2023-02-24T09:57:09+00:00,MidCap Financial Investment Corporation Common Stock
0,2023-02-24T09:58:00+00:00,Beyond Meat Inc
0,2023-02-24T10:00:00+00:00,Lamar Advertising Company Class A Common Stock
1,2023-02-24T10:05:34+00:00,Old National Bancorp Common Stock
0,2023-02-24T10:06:00+00:00,The Kraft Heinz Company Common Stock
0,2023-02-24T10:07:12+00:00,TrustCo Bank Corp NY Common Stock
-1,2023-02-24T10:08:52+00:00,Tandem Diabetes Care Inc
0,2023-02-24T10:10:00+00:00,Analog Devices Inc
0,2023-02-24T10:10:00+00:00,CrowdStrike Holdings Inc
1,2023-02-24T10:10:40+00:00,Arvinas Inc
0,2023-02-24T10:10:41+00:00,Arvinas Inc
-1,2023-02-24T10:12:25+00:00,LKQ Corporation Common Stock
-1,2023-02-24T10:14:36+00:00,ExlService Holdings Inc
0,2023-02-24T10:15:00+00:00,Airbnb Inc
1,2023-02-24T10:15:56+00:00,QUALCOMM Incorporated Common Stock
-1,2023-02-24T10:17:45+00:00,Keurig Dr Pepper Inc
-1,2023-02-24T10:18:11+00:00,Encore Capital Group Inc Common Stock
1,2023-02-24T10:18:36+00:00,Forward Air Corporation Common Stock
-1,2023-02-24T10:19:32+00:00,SpartanNash Company Common Stock
0,2023-02-24T10:20:00+00:00,Airbnb Inc
0,2023-02-24T10:20:00+00:00,Upstart Holdings Inc
1,2023-02-24T10:21:17+00:00,Option Care Health Inc
1,2023-02-24T10:22:37+00:00,MYR Group Inc
0,2023-02-24T10:22:57+00:00,Concentrix Corporation Common Stock
1,2023-02-24T10:24:24+00:00,Goosehead Insurance Inc
0,2023-02-24T10:25:10+00:00,EchoStar  Corporation Common Stock
