LLM_score,date,company
-1,2023-01-31T14:01:00+00:00,Micron Technology Inc
1,2023-01-31T14:01:00+00:00,Trimble Inc
1,2023-01-31T14:02:00+00:00,Honeywell International Inc
0,2023-01-31T14:04:02+00:00,Align Technology Inc
0,2023-01-31T14:04:02+00:00,Hologic Inc
-1,2023-01-31T14:05:02+00:00,Commvault Systems Inc
0,2023-01-31T14:06:01+00:00,Amalgamated Financial Corp
0,2023-01-31T14:14:39+00:00,Broadcom Inc
0,2023-01-31T14:14:39+00:00,Intel Corporation Common Stock
-1,2023-01-31T14:15:00+00:00,AppTech Payments Corp
1,2023-01-31T14:15:00+00:00,Zynex Inc
0,2023-01-31T14:24:44+00:00,Pactiv Evergreen Inc
0,2023-01-31T14:25:02+00:00,Camden National Corporation Common Stock
0,2023-01-31T14:25:05+00:00,STAAR Surgical Company Common Stock
1,2023-01-31T14:30:00+00:00,Apollo Medical Holdings Inc
0,2023-01-31T14:30:00+00:00,Cintas Corporation Common Stock
0,2023-01-31T14:30:00+00:00,Paramount Global Class A Common Stock
0,2023-01-31T14:30:00+00:00,Paramount Global Class B Common Stock
0,2023-01-31T14:30:02+00:00,CrowdStrike Holdings Inc
1,2023-01-31T14:32:00+00:00,Driven Brands Holdings Inc
0,2023-01-31T14:34:02+00:00,Advanced Micro Devices Inc
0,2023-01-31T14:37:00+00:00,Airbnb Inc
-1,2023-01-31T14:37:21+00:00,Workday Inc
1,2023-01-31T14:38:25+00:00,Advanced Micro Devices Inc
1,2023-01-31T14:38:25+00:00,Intel Corporation Common Stock
0,2023-01-31T14:40:02+00:00,Amtech Systems Inc
0,2023-01-31T14:40:02+00:00,Cabaletta Bio Inc
0,2023-01-31T14:40:02+00:00,Inter Parfums Inc
0,2023-01-31T14:43:42+00:00,Etsy Inc
0,2023-01-31T14:43:42+00:00,Impinj Inc
0,2023-01-31T14:43:42+00:00,Wingstop Inc
0,2023-01-31T14:45:00+00:00,Netflix Inc
0,2023-01-31T14:45:00+00:00,Roku Inc
0,2023-01-31T14:49:00+00:00,Prospect Capital Corporation Common Stock
-1,2023-01-31T14:51:36+00:00,Advanced Micro Devices Inc
-1,2023-01-31T14:51:36+00:00,Intel Corporation Common Stock
1,2023-01-31T14:53:35+00:00,PayPal Holdings Inc
0,2023-01-31T14:53:42+00:00,Etsy Inc
-1,2023-01-31T14:53:42+00:00,Impinj Inc
-1,2023-01-31T14:53:42+00:00,Wingstop Inc
1,2023-01-31T14:55:02+00:00,Blueprint Medicines Corporation Common Stock
1,2023-01-31T14:55:02+00:00,HomeTrust Bancshares Inc
1,2023-01-31T14:55:02+00:00,Old Second Bancorp Inc
1,2023-01-31T14:55:02+00:00,Spruce Biosciences Inc
0,2023-01-31T15:00:00+00:00,Booking Holdings Inc
1,2023-01-31T15:00:00+00:00,Conn's Inc
0,2023-01-31T15:00:00+00:00,Intel Corporation Common Stock
1,2023-01-31T15:00:00+00:00,Interactive Brokers Group Inc
0,2023-01-31T15:00:00+00:00,Universal Display Corporation Common Stock
0,2023-01-31T15:00:00+00:00,Vertex Pharmaceuticals Incorporated Common Stock
0,2023-01-31T15:00:03+00:00,Ares Capital Corporation Common Stock
1,2023-01-31T15:00:03+00:00,Enphase Energy Inc
-1,2023-01-31T15:00:03+00:00,Entegris Inc
